nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid_low,sid_high,dataset,seed,n_nodes,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,num_edges_est,best_model,aba_elapsed,ranking_elapsed,best_I
6,0.3333,1.0,0.3333,0.3333,0.5,0.4,4.0,0.0,14.0,earthquake,2778,5,0.041684627532958984,0.46694278717041016,True,v2,original_ranking,6,"[(1, 2), (1, 4), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.411607027053833,36.401009698318965
6,0.3333,1.0,0.3333,0.3333,0.5,0.4,4.0,0.0,14.0,earthquake,2804,5,0.041684627532958984,0.4940986633300781,True,v2,original_ranking,6,"[(1, 2), (1, 4), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.6309051513671875,36.122441736425785
6,0.3333,1.0,0.3333,0.3333,0.5,0.4,4.0,0.0,14.0,earthquake,2145,5,0.041684627532958984,0.49508142471313477,True,v2,original_ranking,6,"[(1, 2), (1, 4), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.4440042972564697,38.115933762860706
6,0.3333,1.0,0.3333,0.3333,0.5,0.4,4.0,0.0,14.0,earthquake,150,5,0.041684627532958984,0.4715609550476074,True,v2,original_ranking,6,"[(1, 2), (1, 4), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.408454656600952,36.25562835688063
6,0.3333,1.0,0.3333,0.3333,0.5,0.4,4.0,0.0,14.0,earthquake,8823,5,0.041684627532958984,0.4649536609649658,True,v2,original_ranking,6,"[(1, 2), (1, 4), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.4084434509277344,36.65458086380908
5,0.2,1.0,0.1667,0.4,0.5,0.4444,3.0,0.0,14.0,earthquake,4669,5,0.041684627532958984,0.5330984592437744,True,v2,original_ranking,5,"[(1, 2), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.2525124549865723,34.557965462948076
5,0.2,1.0,0.1667,0.4,0.5,0.4444,3.0,0.0,14.0,earthquake,6131,5,0.041684627532958984,0.5209226608276367,True,v2,original_ranking,5,"[(1, 2), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.2211251258850098,34.86780816459048
5,0.2,1.0,0.1667,0.4,0.5,0.4444,3.0,0.0,14.0,earthquake,2617,5,0.041684627532958984,0.5150775909423828,True,v2,original_ranking,5,"[(1, 2), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.236222743988037,35.410449959813555
7,0.4286,1.0,0.5,0.2857,0.5,0.3636,5.0,0.0,14.0,earthquake,7166,5,0.041684627532958984,0.46799755096435547,True,v2,original_ranking,7,"[(1, 2), (2, 4), (1, 4), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.5742194652557373,39.250720199778506
5,0.2,1.0,0.1667,0.4,0.5,0.4444,3.0,0.0,14.0,earthquake,1428,5,0.041684627532958984,0.5168907642364502,True,v2,original_ranking,5,"[(1, 2), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.2382075786590576,35.0001877867361
6,0.3333,1.0,0.3333,0.3333,0.5,0.4,4.0,0.0,14.0,earthquake,8328,5,0.041684627532958984,0.505162239074707,True,v2,original_ranking,6,"[(1, 2), (1, 4), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.44551420211792,36.89203981270783
5,0.2,1.0,0.1667,0.4,0.5,0.4444,3.0,0.0,14.0,earthquake,8289,5,0.041684627532958984,0.5095689296722412,True,v2,original_ranking,5,"[(1, 2), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.235753059387207,34.90397970936613
5,0.2,1.0,0.1667,0.4,0.5,0.4444,3.0,0.0,14.0,earthquake,5978,5,0.041684627532958984,0.5105807781219482,True,v2,original_ranking,5,"[(1, 2), (0, 4), (0, 3), (0, 2), (0, 1)]",0,2.2464914321899414,34.98373202328884
