nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid,dataset,seed,n_nodes,n_edges,neighbourhood_n_nodes,max_cycle_length,max_ct_depth,max_path_length,max_c_set_size,search_depth,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,num_edges_est,best_model,aba_elapsed,ranking_elapsed,best_I
9,1.0,0.0,0.0545,0.0,0.0,,34.0,339.0,child,3595,20,25,5,5,2,4,0,12,109.89671850204468,1374.828908443451,True,v2,original_ranking,9,"[(3, 6), (14, 16), (0, 2), (5, 7), (4, 8), (2, 6), (4, 16), (3, 17), (14, 18)]",5.434804916381836,1000.4310038089752,-2712.3468870009688
10,1.0,0.0,0.0606,0.0,0.0,,35.0,337.0,child,4187,20,25,5,5,2,4,0,12,109.89671850204468,1375.2520241737366,True,v2,original_ranking,10,"[(2, 4), (14, 18), (9, 14), (3, 4), (13, 14), (2, 6), (3, 14), (9, 17), (1, 9), (9, 11)]",6.184584379196167,1065.0476520061493,-1882.0492389014264
8,1.0,0.0,0.0485,0.0,0.0,,33.0,339.0,child,4135,20,25,5,5,2,4,0,12,109.89671850204468,1376.7407071590424,True,v2,original_ranking,8,"[(17, 19), (0, 17), (3, 10), (3, 6), (3, 4), (14, 19), (1, 14), (0, 5)]",4.096105337142944,847.2309546470642,-1886.4850008360136
9,1.0,0.0,0.0545,0.0,0.0,,34.0,324.0,child,5174,20,25,5,5,2,4,0,12,109.89671850204468,1377.5285489559174,True,v2,original_ranking,9,"[(13, 19), (2, 15), (9, 17), (4, 9), (13, 17), (7, 19), (5, 7), (15, 18), (2, 4)]",8.050804853439331,1222.5463137626648,-2517.242877414666
8,1.0,0.0,0.0485,0.0,0.0,,33.0,321.0,child,5303,20,25,5,5,2,4,0,12,109.89671850204468,1371.0883502960205,True,v2,original_ranking,8,"[(0, 15), (0, 11), (17, 18), (6, 8), (14, 16), (4, 18), (9, 17), (8, 14)]",6.252403497695923,1046.0855209827423,-2848.0193528826435
