nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid_low,sid_high,dataset,seed,n_nodes,n_edges,neighbourhood_n_nodes,max_cycle_length,max_ct_depth,max_path_length,max_c_set_size,search_depth,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,num_edges_est,best_model,aba_elapsed,ranking_elapsed,best_I
8,1.0,0.0,0.0485,0.0,0.0,,33.0,308.0,332.0,child,5163,20,25,5,5,2,4,0,12,131.05611419677734,1582.1753425598145,True,v2,original_ranking,8,"[(6, 8), (2, 4), (2, 13), (3, 10), (3, 14), (14, 16), (3, 12), (2, 6)]",5.951738595962524,1100.0619802474976,-2618.7268097370065
9,1.0,0.0,0.0545,0.0,0.0,,34.0,321.0,324.0,child,2406,20,25,5,5,2,4,0,12,131.05611419677734,1671.5957810878754,True,v2,original_ranking,9,"[(0, 14), (9, 11), (9, 17), (2, 4), (9, 13), (9, 12), (2, 17), (0, 11), (4, 16)]",6.486869812011719,1169.2508277893066,-2123.735884683456
5,0.8,0.04,0.0242,0.2,0.04,0.0667,29.0,315.0,316.0,child,304,20,25,5,5,2,4,0,12,131.05611419677734,1840.9825088977807,True,v2,original_ranking,5,"[(3, 14), (4, 16), (14, 19), (6, 16), (2, 4)]",4.351860523223877,882.2127628326416,-2671.921151371356
8,1.0,0.0,0.0485,0.0,0.0,,33.0,324.0,326.0,child,3391,20,25,5,5,2,4,0,12,131.05611419677734,1672.2036941051483,True,v2,original_ranking,8,"[(14, 19), (4, 9), (9, 11), (2, 17), (0, 2), (8, 14), (2, 11), (7, 19)]",5.588615655899048,1021.4181334972382,-2182.707519647356
9,0.8889,0.04,0.0485,0.0,0.0,,33.0,321.0,325.0,child,359,20,25,5,5,2,4,0,12,131.05611419677734,1673.5495717525482,True,v2,original_ranking,9,"[(7, 19), (11, 16), (5, 7), (17, 18), (16, 17), (8, 14), (9, 14), (8, 17), (14, 19)]",4.787223815917969,973.4796326160431,-2104.1075971161226
