nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid_low,sid_high,dataset,seed,n_nodes,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,num_edges_est,best_model,aba_elapsed,ranking_elapsed,best_I
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,11.0,16.0,earthquake,1428,5,0.11512136459350586,0.9804778099060059,True,v2,original_ranking,8,"[(4, 0), (2, 0), (1, 0), (3, 0), (4, 2), (2, 3), (1, 3), (1, 4)]",0,1.5985231399536133,30.236951619465707
9,0.6667,0.75,1.0,0.2222,0.5,0.3077,7.0,3.0,19.0,earthquake,8328,5,0.11512136459350586,0.9776144027709961,True,v2,original_ranking,9,"[(3, 0), (2, 0), (4, 0), (3, 2), (1, 2), (1, 0), (4, 1), (3, 1), (4, 3)]",0,1.7136075496673584,31.517689279502275
9,0.6667,0.75,1.0,0.2222,0.5,0.3077,7.0,3.0,19.0,earthquake,8289,5,0.11512136459350586,0.991621732711792,True,v2,original_ranking,9,"[(4, 0), (2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 3), (2, 3), (4, 2)]",0,1.5886294841766357,29.760248632749807
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,11.0,16.0,earthquake,5978,5,0.11512136459350586,0.98207688331604,True,v2,original_ranking,8,"[(4, 0), (2, 0), (1, 0), (3, 0), (4, 2), (2, 3), (1, 3), (1, 4)]",0,1.59244704246521,30.227144014467886
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,6.0,6.0,earthquake,5511,5,0.11512136459350586,1.0036790370941162,True,v2,original_ranking,8,"[(3, 0), (2, 0), (4, 0), (1, 0), (1, 3), (2, 3), (1, 4), (2, 4)]",0,1.5680227279663086,31.23066317297439
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,11.0,16.0,earthquake,5864,5,0.11512136459350586,0.9801578521728516,True,v2,original_ranking,8,"[(3, 0), (2, 0), (1, 0), (4, 0), (1, 4), (2, 4), (3, 1), (2, 3)]",0,1.5908963680267334,30.03132326173084
9,0.6667,0.75,1.0,0.2222,0.5,0.3077,7.0,3.0,19.0,earthquake,606,5,0.11512136459350586,0.9720277786254883,True,v2,original_ranking,9,"[(3, 0), (2, 0), (1, 2), (1, 0), (4, 3), (4, 2), (4, 0), (1, 3), (1, 4)]",0,1.7318274974822998,33.22931930331118
8,0.625,0.75,0.8333,0.375,0.75,0.5,5.0,5.0,12.0,earthquake,1933,5,0.11512136459350586,0.9712796211242676,True,v2,original_ranking,8,"[(3, 0), (2, 0), (2, 1), (3, 4), (2, 4), (4, 1), (4, 0), (1, 0)]",0,1.2792112827301025,29.429641748480993
9,0.6667,0.75,1.0,0.2222,0.5,0.3077,7.0,3.0,19.0,earthquake,6071,5,0.11512136459350586,0.984332799911499,True,v2,original_ranking,9,"[(3, 0), (2, 0), (1, 0), (1, 2), (4, 3), (4, 2), (4, 0), (1, 3), (1, 4)]",0,1.6996839046478271,31.302458795487567
6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,5.0,earthquake,5504,5,0.11512136459350586,0.9802157878875732,True,v2,original_ranking,6,"[(2, 3), (1, 3), (2, 0), (1, 0), (3, 0), (0, 4)]",0,1.2441422939300537,35.71930506506152
7,0.5714,0.75,0.6667,0.2857,0.5,0.3636,5.0,5.0,13.0,earthquake,5163,5,0.11512136459350586,0.979276180267334,True,v2,original_ranking,7,"[(3, 0), (1, 0), (4, 3), (4, 0), (1, 3), (1, 2), (0, 2)]",0,1.2717254161834717,29.28316441307278
8,0.625,0.75,0.8333,0.375,0.75,0.5,5.0,3.0,12.0,earthquake,2406,5,0.11512136459350586,0.9878482818603516,True,v2,original_ranking,8,"[(4, 0), (2, 0), (1, 0), (3, 0), (1, 3), (2, 4), (1, 4), (4, 3)]",0,1.5691781044006348,31.66524340839916
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,6.0,6.0,earthquake,304,5,0.11512136459350586,0.983809232711792,True,v2,original_ranking,8,"[(3, 0), (2, 0), (1, 0), (4, 0), (2, 4), (1, 4), (2, 3), (1, 3)]",0,1.5808818340301514,31.205886175570807
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,6.0,6.0,earthquake,3391,5,0.11512136459350586,0.9940071105957031,True,v2,original_ranking,8,"[(2, 3), (1, 3), (3, 0), (2, 0), (4, 0), (1, 0), (2, 4), (1, 4)]",0,1.6770827770233154,32.71362849001383
9,0.6667,0.75,1.0,0.2222,0.5,0.3077,7.0,3.0,19.0,earthquake,359,5,0.11512136459350586,0.9794497489929199,True,v2,original_ranking,9,"[(3, 0), (2, 0), (1, 0), (1, 2), (4, 2), (4, 0), (4, 3), (1, 3), (4, 1)]",0,1.735814094543457,30.95305162191633
