nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid_low,sid_high,dataset,seed,n_nodes,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,aba_elapsed,ranking_elapsed,best_I
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,2617,5,12.798474788665771,0.9239530563354492,True,refined_indep_facts,arrows_sum,0.023327350616455078,0.03754425048828125,1.9999964787414903
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,earthquake,2617,5,12.798474788665771,0.9239530563354492,True,refined_indep_facts,arrows_mean,0.023327350616455078,0.03728151321411133,0.5119139463274643
6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,5.0,earthquake,7166,5,12.798474788665771,0.9195294380187988,True,original,original,0.031865596771240234,0.0056383609771728516,40.597508718802665
6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,5.0,earthquake,7166,5,12.798474788665771,0.9195294380187988,True,original,refined_indep_facts,0.031865596771240234,0.0035974979400634766,2.6853603636481167
6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,5.0,earthquake,7166,5,12.798474788665771,0.9195294380187988,True,original,arrows_sum,0.031865596771240234,0.002120494842529297,2.9999999999999996
6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,5.0,earthquake,7166,5,12.798474788665771,0.9195294380187988,True,original,arrows_mean,0.031865596771240234,0.0022530555725097656,0.49999999999999994
6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,5.0,earthquake,7166,5,12.798474788665771,0.9195294380187988,True,refined_indep_facts,original,0.042714834213256836,0.6461906433105469,40.597508718802665
4,0.5,0.5,0.3333,0.25,0.25,0.25,6.0,5.0,10.0,earthquake,7166,5,12.798474788665771,0.9195294380187988,True,refined_indep_facts,refined_indep_facts,0.042714834213256836,0.37841033935546875,2.6853603636481167
6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,5.0,earthquake,7166,5,12.798474788665771,0.9195294380187988,True,refined_indep_facts,arrows_sum,0.042714834213256836,0.22751307487487793,2.9999999999999996
4,0.5,0.5,0.3333,0.25,0.25,0.25,6.0,5.0,10.0,earthquake,7166,5,12.798474788665771,0.9195294380187988,True,refined_indep_facts,arrows_mean,0.042714834213256836,0.23125886917114258,0.5
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,1428,5,12.798474788665771,0.9239301681518555,True,original,original,0.025370121002197266,0.0033147335052490234,36.263045535935255
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,1428,5,12.798474788665771,0.9239301681518555,True,original,refined_indep_facts,0.025370121002197266,0.0017459392547607422,1.9679345803355233
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,1428,5,12.798474788665771,0.9239301681518555,True,original,arrows_sum,0.025370121002197266,0.0012085437774658203,1.9999998095517062
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,1428,5,12.798474788665771,0.9239301681518555,True,original,arrows_mean,0.025370121002197266,0.001333475112915039,0.49999995238792655
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,1428,5,12.798474788665771,0.9239301681518555,True,refined_indep_facts,original,0.023398399353027344,0.09795665740966797,36.263045535935255
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,earthquake,1428,5,12.798474788665771,0.9239301681518555,True,refined_indep_facts,refined_indep_facts,0.023398399353027344,0.0592193603515625,1.9679345803355233
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,1428,5,12.798474788665771,0.9239301681518555,True,refined_indep_facts,arrows_sum,0.023398399353027344,0.03802657127380371,1.9999998095517062
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,earthquake,1428,5,12.798474788665771,0.9239301681518555,True,refined_indep_facts,arrows_mean,0.023398399353027344,0.0398259162902832,0.5119686783480407
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,8328,5,12.798474788665771,0.911158561706543,True,original,original,0.22995638847351074,0.0023746490478515625,38.180962857848364
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,8328,5,12.798474788665771,0.911158561706543,True,original,refined_indep_facts,0.22995638847351074,0.0017800331115722656,2.242429146779955
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,8328,5,12.798474788665771,0.911158561706543,True,original,arrows_sum,0.22995638847351074,0.0011444091796875,2.4999886586464557
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,8328,5,12.798474788665771,0.911158561706543,True,original,arrows_mean,0.22995638847351074,0.0011625289916992188,0.49999773172929113
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,8328,5,12.798474788665771,0.911158561706543,True,refined_indep_facts,original,0.026871442794799805,0.2613794803619385,37.482310714999066
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,earthquake,8328,5,12.798474788665771,0.911158561706543,True,refined_indep_facts,refined_indep_facts,0.026871442794799805,0.1584312915802002,2.545216000631466
4,0.25,0.75,0.1667,0.5,0.5,0.5,3.0,1.0,11.0,earthquake,8328,5,12.798474788665771,0.911158561706543,True,refined_indep_facts,arrows_sum,0.026871442794799805,0.0986478328704834,2.0000113438437657
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,earthquake,8328,5,12.798474788665771,0.911158561706543,True,refined_indep_facts,arrows_mean,0.026871442794799805,0.10178995132446289,0.5000113438437657
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,8289,5,12.798474788665771,0.9236030578613281,True,original,original,0.02647995948791504,0.0035142898559570312,36.739725482912014
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,8289,5,12.798474788665771,0.9236030578613281,True,original,refined_indep_facts,0.02647995948791504,0.0019030570983886719,2.127407951015209
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,8289,5,12.798474788665771,0.9236030578613281,True,original,arrows_sum,0.02647995948791504,0.0011487007141113281,1.9999993403150689
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,8289,5,12.798474788665771,0.9236030578613281,True,original,arrows_mean,0.02647995948791504,0.001127481460571289,0.4999998350787672
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,8289,5,12.798474788665771,0.9236030578613281,True,refined_indep_facts,original,0.02361607551574707,0.0970766544342041,36.739725482912014
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,earthquake,8289,5,12.798474788665771,0.9236030578613281,True,refined_indep_facts,refined_indep_facts,0.02361607551574707,0.058363914489746094,2.127407951015209
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,8289,5,12.798474788665771,0.9236030578613281,True,refined_indep_facts,arrows_sum,0.02361607551574707,0.03678750991821289,1.9999993403150689
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,earthquake,8289,5,12.798474788665771,0.9236030578613281,True,refined_indep_facts,arrows_mean,0.02361607551574707,0.037784576416015625,0.5128684063248354
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5978,5,12.798474788665771,0.9241809844970703,True,original,original,0.02638697624206543,0.0033147335052490234,36.27285598553208
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5978,5,12.798474788665771,0.9241809844970703,True,original,refined_indep_facts,0.02638697624206543,0.0017235279083251953,1.9592092978534423
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5978,5,12.798474788665771,0.9241809844970703,True,original,arrows_sum,0.02638697624206543,0.0011067390441894531,1.9999992935875268
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5978,5,12.798474788665771,0.9241809844970703,True,original,arrows_mean,0.02638697624206543,0.0011053085327148438,0.4999998233968817
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5978,5,12.798474788665771,0.9241809844970703,True,refined_indep_facts,original,0.023041725158691406,0.09783101081848145,36.27285598553208
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,earthquake,5978,5,12.798474788665771,0.9241809844970703,True,refined_indep_facts,refined_indep_facts,0.023041725158691406,0.058585166931152344,1.9592092978534423
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5978,5,12.798474788665771,0.9241809844970703,True,refined_indep_facts,arrows_sum,0.023041725158691406,0.038048505783081055,1.9999992935875268
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,earthquake,5978,5,12.798474788665771,0.9241809844970703,True,refined_indep_facts,arrows_mean,0.023041725158691406,0.03860783576965332,0.5121977611167009
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5511,5,12.798474788665771,0.9236786365509033,True,original,original,0.025119781494140625,0.0033452510833740234,37.24499729286606
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5511,5,12.798474788665771,0.9236786365509033,True,original,refined_indep_facts,0.025119781494140625,0.001684427261352539,2.303010034083307
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5511,5,12.798474788665771,0.9236786365509033,True,original,arrows_sum,0.025119781494140625,0.0011227130889892578,1.9999910277496116
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5511,5,12.798474788665771,0.9236786365509033,True,original,arrows_mean,0.025119781494140625,0.0011415481567382812,0.4999977569374029
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5511,5,12.798474788665771,0.9236786365509033,True,refined_indep_facts,original,0.02272486686706543,0.09482884407043457,37.24499729286606
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,earthquake,5511,5,12.798474788665771,0.9236786365509033,True,refined_indep_facts,refined_indep_facts,0.02272486686706543,0.058187007904052734,2.303010034083307
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5511,5,12.798474788665771,0.9236786365509033,True,refined_indep_facts,arrows_sum,0.02272486686706543,0.03818225860595703,1.9999910277496116
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,earthquake,5511,5,12.798474788665771,0.9236786365509033,True,refined_indep_facts,arrows_mean,0.02272486686706543,0.037364959716796875,0.5120759388180419
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5864,5,12.798474788665771,0.9309134483337402,True,original,original,0.024966955184936523,0.003259897232055664,36.468676726603555
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5864,5,12.798474788665771,0.9309134483337402,True,original,refined_indep_facts,0.024966955184936523,0.0016469955444335938,1.9973790719235263
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5864,5,12.798474788665771,0.9309134483337402,True,original,arrows_sum,0.024966955184936523,0.0011873245239257812,1.999999275949854
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5864,5,12.798474788665771,0.9309134483337402,True,original,arrows_mean,0.024966955184936523,0.0011157989501953125,0.4999998189874635
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5864,5,12.798474788665771,0.9309134483337402,True,refined_indep_facts,original,0.023212194442749023,0.09738922119140625,36.468676726603555
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,earthquake,5864,5,12.798474788665771,0.9309134483337402,True,refined_indep_facts,refined_indep_facts,0.023212194442749023,0.05786585807800293,1.9973790719235263
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5864,5,12.798474788665771,0.9309134483337402,True,refined_indep_facts,arrows_sum,0.023212194442749023,0.03885245323181152,1.999999275949854
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,earthquake,5864,5,12.798474788665771,0.9309134483337402,True,refined_indep_facts,arrows_mean,0.023212194442749023,0.03676652908325195,0.5118161575825586
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,606,5,12.798474788665771,0.9323959350585938,True,original,original,0.02864384651184082,0.003587007522583008,39.739935202116556
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,606,5,12.798474788665771,0.9323959350585938,True,original,refined_indep_facts,0.02864384651184082,0.0018427371978759766,2.24723358079661
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,606,5,12.798474788665771,0.9323959350585938,True,original,arrows_sum,0.02864384651184082,0.0012159347534179688,2.501527697592565
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,606,5,12.798474788665771,0.9323959350585938,True,original,arrows_mean,0.02864384651184082,0.0011570453643798828,0.500305539518513
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,606,5,12.798474788665771,0.9323959350585938,True,refined_indep_facts,original,0.026686668395996094,0.28337860107421875,39.739935202116556
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,earthquake,606,5,12.798474788665771,0.9323959350585938,True,refined_indep_facts,refined_indep_facts,0.026686668395996094,0.16814732551574707,2.24723358079661
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,606,5,12.798474788665771,0.9323959350585938,True,refined_indep_facts,arrows_sum,0.026686668395996094,0.10573220252990723,2.501527697592565
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,earthquake,606,5,12.798474788665771,0.9323959350585938,True,refined_indep_facts,arrows_mean,0.026686668395996094,0.10623955726623535,0.5005176860555217
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,1933,5,12.798474788665771,0.9271159172058105,True,original,original,0.3199589252471924,0.011003255844116211,38.14886454271385
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,1933,5,12.798474788665771,0.9271159172058105,True,original,refined_indep_facts,0.3199589252471924,0.006951332092285156,2.265283216639412
6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,5.0,earthquake,1933,5,12.798474788665771,0.9271159172058105,True,original,arrows_sum,0.3199589252471924,0.004288434982299805,3.0029755384029415
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,1933,5,12.798474788665771,0.9271159172058105,True,original,arrows_mean,0.3199589252471924,0.004316091537475586,0.5005900812707009
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,1933,5,12.798474788665771,0.9271159172058105,True,refined_indep_facts,original,0.0266721248626709,0.26358532905578613,37.57027934686467
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,earthquake,1933,5,12.798474788665771,0.9271159172058105,True,refined_indep_facts,refined_indep_facts,0.0266721248626709,0.15790009498596191,2.5836037333931214
4,0.25,0.75,0.1667,0.5,0.5,0.5,3.0,1.0,11.0,earthquake,1933,5,12.798474788665771,0.9271159172058105,True,refined_indep_facts,arrows_sum,0.0266721248626709,0.09801077842712402,2.000639731827221
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,earthquake,1933,5,12.798474788665771,0.9271159172058105,True,refined_indep_facts,arrows_mean,0.0266721248626709,0.09615182876586914,0.5006494393347191
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,6071,5,12.798474788665771,0.9181668758392334,True,original,original,0.20759296417236328,0.0037102699279785156,38.443726653128245
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,6071,5,12.798474788665771,0.9181668758392334,True,original,refined_indep_facts,0.20759296417236328,0.0018570423126220703,2.335624341574318
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,6071,5,12.798474788665771,0.9181668758392334,True,original,arrows_sum,0.20759296417236328,0.001161336898803711,2.50004509985167
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,6071,5,12.798474788665771,0.9181668758392334,True,original,arrows_mean,0.20759296417236328,0.001153707504272461,0.500009019970334
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,6071,5,12.798474788665771,0.9181668758392334,True,refined_indep_facts,original,0.026088476181030273,0.2607579231262207,37.69749128689238
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,earthquake,6071,5,12.798474788665771,0.9181668758392334,True,refined_indep_facts,refined_indep_facts,0.026088476181030273,0.15764713287353516,2.640548374036073
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,6071,5,12.798474788665771,0.9181668758392334,True,refined_indep_facts,arrows_sum,0.026088476181030273,0.0993046760559082,2.000028267506555
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,earthquake,6071,5,12.798474788665771,0.9181668758392334,True,refined_indep_facts,arrows_mean,0.026088476181030273,0.09789443016052246,0.5000339536164975
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5504,5,12.798474788665771,0.9308693408966064,True,original,original,0.5321300029754639,0.04838752746582031,37.91304489864112
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5504,5,12.798474788665771,0.9308693408966064,True,original,refined_indep_facts,0.5321300029754639,0.0276033878326416,2.6952942720291344
7,0.4286,1.0,0.5,0.5714,1.0,0.7273,3.0,0.0,7.0,earthquake,5504,5,12.798474788665771,0.9308693408966064,True,original,arrows_sum,0.5321300029754639,0.017089128494262695,3.503171415386076
5,0.4,0.75,0.3333,0.6,0.75,0.6667,3.0,2.0,7.0,earthquake,5504,5,12.798474788665771,0.9308693408966064,True,original,arrows_mean,0.5321300029754639,0.016851425170898438,0.5006168116484624
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5504,5,12.798474788665771,0.9308693408966064,True,refined_indep_facts,original,0.026915311813354492,0.256725549697876,37.91304489864112
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,earthquake,5504,5,12.798474788665771,0.9308693408966064,True,refined_indep_facts,refined_indep_facts,0.026915311813354492,0.15542316436767578,2.6952942720291344
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5504,5,12.798474788665771,0.9308693408966064,True,refined_indep_facts,arrows_sum,0.026915311813354492,0.09710311889648438,2.001486020761371
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,earthquake,5504,5,12.798474788665771,0.9308693408966064,True,refined_indep_facts,arrows_mean,0.026915311813354492,0.09637880325317383,0.5007604146958827
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5163,5,12.798474788665771,0.912442684173584,True,original,original,0.25861358642578125,0.009404659271240234,37.71683289230702
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5163,5,12.798474788665771,0.912442684173584,True,original,refined_indep_facts,0.25861358642578125,0.005265474319458008,2.499714678507217
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,9.0,earthquake,5163,5,12.798474788665771,0.912442684173584,True,original,arrows_sum,0.25861358642578125,0.0033681392669677734,2.5004873128799074
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,9.0,earthquake,5163,5,12.798474788665771,0.912442684173584,True,original,arrows_mean,0.25861358642578125,0.0033512115478515625,0.5000974625759815
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,5163,5,12.798474788665771,0.912442684173584,True,refined_indep_facts,original,0.027730464935302734,0.2633531093597412,37.71683289230702
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,earthquake,5163,5,12.798474788665771,0.912442684173584,True,refined_indep_facts,refined_indep_facts,0.027730464935302734,0.1572737693786621,2.499714678507217
4,0.25,0.75,0.1667,0.5,0.5,0.5,3.0,1.0,11.0,earthquake,5163,5,12.798474788665771,0.912442684173584,True,refined_indep_facts,arrows_sum,0.027730464935302734,0.09606575965881348,2.0000106470149963
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,earthquake,5163,5,12.798474788665771,0.912442684173584,True,refined_indep_facts,arrows_mean,0.027730464935302734,0.09543156623840332,0.5000159422120238
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,2406,5,12.798474788665771,0.9304554462432861,True,original,original,0.026854991912841797,0.003253936767578125,36.15985287781198
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,2406,5,12.798474788665771,0.9304554462432861,True,original,refined_indep_facts,0.026854991912841797,0.0016756057739257812,1.9458884861340016
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,2406,5,12.798474788665771,0.9304554462432861,True,original,arrows_sum,0.026854991912841797,0.0010876655578613281,1.9999989280101522
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,2406,5,12.798474788665771,0.9304554462432861,True,original,arrows_mean,0.026854991912841797,0.0011169910430908203,0.49999973200253806
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,2406,5,12.798474788665771,0.9304554462432861,True,refined_indep_facts,original,0.022652149200439453,0.0940408706665039,36.15985287781198
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,earthquake,2406,5,12.798474788665771,0.9304554462432861,True,refined_indep_facts,refined_indep_facts,0.022652149200439453,0.057714223861694336,1.9458884861340016
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,2406,5,12.798474788665771,0.9304554462432861,True,refined_indep_facts,arrows_sum,0.022652149200439453,0.03805732727050781,1.9999989280101522
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,earthquake,2406,5,12.798474788665771,0.9304554462432861,True,refined_indep_facts,arrows_mean,0.022652149200439453,0.03741955757141113,0.511765768164234
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,304,5,12.798474788665771,0.933821439743042,True,original,original,0.025565385818481445,0.0033915042877197266,36.58076242499532
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,304,5,12.798474788665771,0.933821439743042,True,original,refined_indep_facts,0.025565385818481445,0.0017757415771484375,2.049570705676703
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,304,5,12.798474788665771,0.933821439743042,True,original,arrows_sum,0.025565385818481445,0.0011758804321289062,1.9999991669254944
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,304,5,12.798474788665771,0.933821439743042,True,original,arrows_mean,0.025565385818481445,0.0011703968048095703,0.4999997917313736
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,304,5,12.798474788665771,0.933821439743042,True,refined_indep_facts,original,0.023263931274414062,0.10105180740356445,36.58076242499532
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,earthquake,304,5,12.798474788665771,0.933821439743042,True,refined_indep_facts,refined_indep_facts,0.023263931274414062,0.05841493606567383,2.049570705676703
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,304,5,12.798474788665771,0.933821439743042,True,refined_indep_facts,arrows_sum,0.023263931274414062,0.037253618240356445,1.9999991669254944
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,earthquake,304,5,12.798474788665771,0.933821439743042,True,refined_indep_facts,arrows_mean,0.023263931274414062,0.0378875732421875,0.5125829234810381
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,3391,5,12.798474788665771,0.9109241962432861,True,original,original,0.2383878231048584,0.01291799545288086,38.976813013252055
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,3391,5,12.798474788665771,0.9109241962432861,True,original,refined_indep_facts,0.2383878231048584,0.0072803497314453125,2.55443362742367
6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,5.0,earthquake,3391,5,12.798474788665771,0.9109241962432861,True,original,arrows_sum,0.2383878231048584,0.0041310787200927734,3.0006720612581796
6,0.3333,1.0,0.3333,0.6667,1.0,0.8,2.0,0.0,5.0,earthquake,3391,5,12.798474788665771,0.9109241962432861,True,original,arrows_mean,0.2383878231048584,0.0041484832763671875,0.5001120102096966
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,3391,5,12.798474788665771,0.9109241962432861,True,refined_indep_facts,original,0.028051376342773438,0.2659733295440674,38.23313506861628
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,earthquake,3391,5,12.798474788665771,0.9109241962432861,True,refined_indep_facts,refined_indep_facts,0.028051376342773438,0.1583855152130127,2.8525186004871577
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,3391,5,12.798474788665771,0.9109241962432861,True,refined_indep_facts,arrows_sum,0.028051376342773438,0.09762406349182129,2.0003406713729994
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,earthquake,3391,5,12.798474788665771,0.9109241962432861,True,refined_indep_facts,arrows_mean,0.028051376342773438,0.09979081153869629,0.5001915722849664
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,359,5,12.798474788665771,0.8986835479736328,True,original,original,0.19920897483825684,0.003338336944580078,38.77690712483173
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,359,5,12.798474788665771,0.8986835479736328,True,original,refined_indep_facts,0.19920897483825684,0.001745462417602539,2.4221573164204684
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,359,5,12.798474788665771,0.8986835479736328,True,original,arrows_sum,0.19920897483825684,0.001096963882446289,2.5001871542924072
5,0.2,1.0,0.1667,0.8,1.0,0.8889,1.0,0.0,14.0,earthquake,359,5,12.798474788665771,0.8986835479736328,True,original,arrows_mean,0.19920897483825684,0.0011210441589355469,0.5000374308584814
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,359,5,12.798474788665771,0.8986835479736328,True,refined_indep_facts,original,0.03264117240905762,0.2617919445037842,38.04694829049295
2,0.0,0.5,0.0,0.5,0.25,0.3333,3.0,5.0,15.0,earthquake,359,5,12.798474788665771,0.8986835479736328,True,refined_indep_facts,refined_indep_facts,0.03264117240905762,0.1589679718017578,2.7268156655459372
4,0.25,0.75,0.1667,0.5,0.5,0.5,3.0,1.0,11.0,earthquake,359,5,12.798474788665771,0.8986835479736328,True,refined_indep_facts,arrows_sum,0.03264117240905762,0.09714531898498535,2.000548194496728
1,0.0,0.25,0.0,0.0,0.0,,4.0,9.0,14.0,earthquake,359,5,12.798474788665771,0.8986835479736328,True,refined_indep_facts,arrows_mean,0.03264117240905762,0.0981602668762207,0.5004395926014495
4,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,earthquake,9096,5,12.798474788665771,0.9277834892272949,True,original,original,0.026466846466064453,0.00237274169921875,36.489752205963484
