nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid_low,sid_high,dataset,seed,n_nodes,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,aba_elapsed,ranking_elapsed,best_I
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,2415,5,12.234522104263306,0.9225049018859863,True,refined_indep_facts,arrows_mean,0.02270650863647461,0.009580850601196289,0.5198172622536035
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0,cancer,3595,5,12.234522104263306,0.9294440746307373,True,original,original,0.5445752143859863,0.065155029296875,21.78766985455563
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0,cancer,3595,5,12.234522104263306,0.9294440746307373,True,original,refined_indep_facts,0.5445752143859863,0.04449892044067383,2.291483704267283
6,0.6667,0.5,0.6667,0.3333,0.5,0.4,4.0,8.0,8.0,cancer,3595,5,12.234522104263306,0.9294440746307373,True,original,arrows_sum,0.5445752143859863,0.025838851928710938,3.0796450440530205
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0,cancer,3595,5,12.234522104263306,0.9294440746307373,True,original,arrows_mean,0.5445752143859863,0.026704788208007812,0.5167258734841866
2,1.0,0.0,0.3333,0.0,0.0,,4.0,12.0,12.0,cancer,3595,5,12.234522104263306,0.9294440746307373,True,refined_indep_facts,original,0.022989988327026367,0.024187326431274414,7.617804840528178
2,1.0,0.0,0.3333,0.0,0.0,,4.0,12.0,12.0,cancer,3595,5,12.234522104263306,0.9294440746307373,True,refined_indep_facts,refined_indep_facts,0.022989988327026367,0.017226696014404297,4.066090960025994
2,1.0,0.0,0.3333,0.0,0.0,,4.0,12.0,12.0,cancer,3595,5,12.234522104263306,0.9294440746307373,True,refined_indep_facts,arrows_sum,0.022989988327026367,0.010720252990722656,1.0334496177321033
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0,11.0,cancer,3595,5,12.234522104263306,0.9294440746307373,True,refined_indep_facts,arrows_mean,0.022989988327026367,0.01083993911743164,0.5167534037744416
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0,cancer,4187,5,12.234522104263306,0.9229977130889893,True,original,original,0.49924492835998535,0.024132490158081055,20.89573519146757
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,10.0,cancer,4187,5,12.234522104263306,0.9229977130889893,True,original,refined_indep_facts,0.49924492835998535,0.01613903045654297,2.4259497797879983
