nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid,dataset,seed,n_nodes,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,aba_elapsed,ranking_elapsed,num_edges_est,best_model,best_I
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,8328,5,12.333260297775269,0.9212071895599365,True,refined_indep_facts,original,0.023398399353027344,0.022333860397338867,1,"frozenset({(3, 0)})",-2.8617898040623184
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,8328,5,12.333260297775269,0.9212071895599365,True,refined_indep_facts,refined_indep_facts,0.023398399353027344,0.016088008880615234,1,"frozenset({(3, 0)})",4.288232039013226
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,8328,5,12.333260297775269,0.9212071895599365,True,refined_indep_facts,arrows_sum,0.023398399353027344,0.010200977325439453,1,"frozenset({(2, 0)})",0.5186297668317907
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,8328,5,12.333260297775269,0.9212071895599365,True,refined_indep_facts,arrows_mean,0.023398399353027344,0.010210514068603516,1,"frozenset({(2, 0)})",0.5186297668317907
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,8289,5,12.333260297775269,0.9068851470947266,True,original,original,0.6722047328948975,0.05560135841369629,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",21.468609318981017
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,8289,5,12.333260297775269,0.9068851470947266,True,original,refined_indep_facts,0.6722047328948975,0.037349700927734375,4,"frozenset({(1, 0), (0, 3), (2, 0), (0, 4)})",2.19280045778105
7,0.7143,0.5,0.8333,0.2857,0.5,0.3636,5.0,10.0,cancer,8289,5,12.333260297775269,0.9068851470947266,True,original,arrows_sum,0.6722047328948975,0.021968841552734375,7,"frozenset({(2, 4), (0, 4), (3, 4), (0, 3), (2, 0), (1, 4), (1, 0)})",3.5031082128851097
4,0.75,0.25,0.5,0.25,0.25,0.25,3.0,15.0,cancer,8289,5,12.333260297775269,0.9068851470947266,True,original,arrows_mean,0.6722047328948975,0.022216796875,4,"frozenset({(1, 0), (4, 0), (2, 0), (0, 3)})",0.5062568852924838
2,1.0,0.0,0.3333,0.0,0.0,,4.0,15.0,cancer,8289,5,12.333260297775269,0.9068851470947266,True,refined_indep_facts,original,0.022805452346801758,0.030079126358032227,2,"frozenset({(4, 0), (0, 3)})",7.9207940602616445
2,1.0,0.0,0.3333,0.0,0.0,,4.0,15.0,cancer,8289,5,12.333260297775269,0.9068851470947266,True,refined_indep_facts,refined_indep_facts,0.022805452346801758,0.020214557647705078,2,"frozenset({(4, 0), (0, 3)})",3.986560616107742
2,1.0,0.0,0.3333,0.0,0.0,,4.0,15.0,cancer,8289,5,12.333260297775269,0.9068851470947266,True,refined_indep_facts,arrows_sum,0.022805452346801758,0.012891054153442383,2,"frozenset({(4, 0), (0, 3)})",1.0
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,8289,5,12.333260297775269,0.9068851470947266,True,refined_indep_facts,arrows_mean,0.022805452346801758,0.01305389404296875,1,"frozenset({(2, 0)})",0.5125137705849677
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,cancer,5978,5,12.333260297775269,0.9223189353942871,True,original,original,0.30306029319763184,0.01354527473449707,3,"frozenset({(1, 0), (4, 0), (3, 0)})",13.01106799870293
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,cancer,5978,5,12.333260297775269,0.9223189353942871,True,original,refined_indep_facts,0.30306029319763184,0.010852336883544922,3,"frozenset({(1, 0), (4, 0), (3, 0)})",2.9270831493978307
5,0.6,0.5,0.5,0.4,0.5,0.4444,3.0,14.0,cancer,5978,5,12.333260297775269,0.9223189353942871,True,original,arrows_sum,0.30306029319763184,0.006320476531982422,5,"frozenset({(4, 0), (4, 3), (2, 0), (3, 0), (1, 0)})",2.5965107754848407
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,5978,5,12.333260297775269,0.9223189353942871,True,original,arrows_mean,0.30306029319763184,0.006190061569213867,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",0.521605179124162
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,cancer,5978,5,12.333260297775269,0.9223189353942871,True,refined_indep_facts,original,0.022167205810546875,0.013550519943237305,1,"frozenset({(4, 0)})",4.0450375033570145
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,5978,5,12.333260297775269,0.9223189353942871,True,refined_indep_facts,refined_indep_facts,0.022167205810546875,0.011877775192260742,1,"frozenset({(3, 0)})",3.951356482810859
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,cancer,5978,5,12.333260297775269,0.9223189353942871,True,refined_indep_facts,arrows_sum,0.022167205810546875,0.008005142211914062,1,"frozenset({(1, 0)})",0.5216074231691687
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,cancer,5978,5,12.333260297775269,0.9223189353942871,True,refined_indep_facts,arrows_mean,0.022167205810546875,0.008013010025024414,1,"frozenset({(1, 0)})",0.5216074231691687
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,5511,5,12.333260297775269,0.9113693237304688,True,original,original,0.4821915626525879,0.009120464324951172,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",21.120510622985844
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,5511,5,12.333260297775269,0.9113693237304688,True,original,refined_indep_facts,0.4821915626525879,0.005615949630737305,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",2.6340297746935075
5,0.6,0.5,0.5,0.4,0.5,0.4444,3.0,9.0,cancer,5511,5,12.333260297775269,0.9113693237304688,True,original,arrows_sum,0.4821915626525879,0.0031991004943847656,5,"frozenset({(4, 0), (2, 0), (1, 4), (3, 0), (1, 0)})",2.635790167849215
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,5511,5,12.333260297775269,0.9113693237304688,True,original,arrows_mean,0.4821915626525879,0.0031385421752929688,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",0.5336990074670485
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,5511,5,12.333260297775269,0.9113693237304688,True,refined_indep_facts,original,0.02281951904296875,0.021353721618652344,1,"frozenset({(3, 0)})",-1.1109386325535489
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,5511,5,12.333260297775269,0.9113693237304688,True,refined_indep_facts,refined_indep_facts,0.02281951904296875,0.015543460845947266,1,"frozenset({(3, 0)})",4.93381042257516
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,cancer,5511,5,12.333260297775269,0.9113693237304688,True,refined_indep_facts,arrows_sum,0.02281951904296875,0.009612321853637695,1,"frozenset({(1, 0)})",0.5337077027682213
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,cancer,5511,5,12.333260297775269,0.9113693237304688,True,refined_indep_facts,arrows_mean,0.02281951904296875,0.009649515151977539,1,"frozenset({(1, 0)})",0.5337077027682213
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,5864,5,12.333260297775269,0.906757116317749,True,original,original,0.45967650413513184,0.02576923370361328,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",21.033115448005688
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,5864,5,12.333260297775269,0.906757116317749,True,original,refined_indep_facts,0.45967650413513184,0.01697826385498047,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",2.479072701245365
6,0.6667,0.5,0.6667,0.3333,0.5,0.4,4.0,8.0,cancer,5864,5,12.333260297775269,0.906757116317749,True,original,arrows_sum,0.45967650413513184,0.009501218795776367,6,"frozenset({(4, 0), (3, 1), (2, 0), (3, 0), (1, 0), (4, 1)})",3.093084313087242
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,5864,5,12.333260297775269,0.906757116317749,True,original,arrows_mean,0.45967650413513184,0.009881973266601562,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",0.5226069837364516
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,cancer,5864,5,12.333260297775269,0.906757116317749,True,refined_indep_facts,original,0.023276329040527344,0.023344755172729492,1,"frozenset({(4, 0)})",-1.7226113629706836
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,5864,5,12.333260297775269,0.906757116317749,True,refined_indep_facts,refined_indep_facts,0.023276329040527344,0.016266822814941406,1,"frozenset({(3, 0)})",4.718814658690865
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,cancer,5864,5,12.333260297775269,0.906757116317749,True,refined_indep_facts,arrows_sum,0.023276329040527344,0.009366273880004883,1,"frozenset({(4, 0)})",0.5226156299164595
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,cancer,5864,5,12.333260297775269,0.906757116317749,True,refined_indep_facts,arrows_mean,0.023276329040527344,0.009558677673339844,1,"frozenset({(4, 0)})",0.5226156299164595
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,606,5,12.333260297775269,0.9197008609771729,True,original,original,0.6537661552429199,0.04952692985534668,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",21.022691183002845
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,606,5,12.333260297775269,0.9197008609771729,True,original,refined_indep_facts,0.6537661552429199,0.03375983238220215,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",2.3688555662795925
6,0.6667,0.5,0.6667,0.3333,0.5,0.4,4.0,13.0,cancer,606,5,12.333260297775269,0.9197008609771729,True,original,arrows_sum,0.6537661552429199,0.020754098892211914,6,"frozenset({(2, 4), (4, 0), (2, 0), (3, 0), (1, 0), (1, 3)})",3.0730295650236252
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,606,5,12.333260297775269,0.9197008609771729,True,original,arrows_mean,0.6537661552429199,0.02165675163269043,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",0.5179312010322488
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,606,5,12.333260297775269,0.9197008609771729,True,refined_indep_facts,original,0.02306985855102539,0.02179265022277832,1,"frozenset({(3, 0)})",-2.294755529546734
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,606,5,12.333260297775269,0.9197008609771729,True,refined_indep_facts,refined_indep_facts,0.02306985855102539,0.015712261199951172,1,"frozenset({(3, 0)})",4.5037526257311455
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,606,5,12.333260297775269,0.9197008609771729,True,refined_indep_facts,arrows_sum,0.02306985855102539,0.01025080680847168,1,"frozenset({(2, 0)})",0.5179384996962874
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,606,5,12.333260297775269,0.9197008609771729,True,refined_indep_facts,arrows_mean,0.02306985855102539,0.009711742401123047,1,"frozenset({(2, 0)})",0.5179384996962874
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,1933,5,12.333260297775269,0.9112241268157959,True,original,original,0.5273890495300293,0.03143954277038574,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",20.236942297771723
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,1933,5,12.333260297775269,0.9112241268157959,True,original,refined_indep_facts,0.5273890495300293,0.01987743377685547,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",2.309179192349897
6,0.6667,0.5,0.6667,0.3333,0.5,0.4,4.0,13.0,cancer,1933,5,12.333260297775269,0.9112241268157959,True,original,arrows_sum,0.5273890495300293,0.012302160263061523,6,"frozenset({(4, 0), (2, 0), (3, 0), (2, 3), (1, 0), (1, 3)})",3.0914609699573323
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,1933,5,12.333260297775269,0.9112241268157959,True,original,arrows_mean,0.5273890495300293,0.012311697006225586,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",0.5224406788945555
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,cancer,1933,5,12.333260297775269,0.9112241268157959,True,refined_indep_facts,original,0.02331256866455078,0.022098064422607422,1,"frozenset({(4, 0)})",-1.8359905370827936
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,1933,5,12.333260297775269,0.9112241268157959,True,refined_indep_facts,refined_indep_facts,0.02331256866455078,0.01601576805114746,1,"frozenset({(3, 0)})",4.389734042740782
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,1933,5,12.333260297775269,0.9112241268157959,True,refined_indep_facts,arrows_sum,0.02331256866455078,0.009714603424072266,1,"frozenset({(2, 0)})",0.5224465290179785
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,1933,5,12.333260297775269,0.9112241268157959,True,refined_indep_facts,arrows_mean,0.02331256866455078,0.009646415710449219,1,"frozenset({(2, 0)})",0.5224465290179785
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,6071,5,12.333260297775269,0.909142017364502,True,original,original,0.36542749404907227,0.03275561332702637,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",14.818570200530715
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,cancer,6071,5,12.333260297775269,0.909142017364502,True,original,refined_indep_facts,0.36542749404907227,0.024365663528442383,3,"frozenset({(1, 0), (4, 0), (3, 0)})",2.604864113872576
6,0.6667,0.5,0.6667,0.3333,0.5,0.4,4.0,8.0,cancer,6071,5,12.333260297775269,0.909142017364502,True,original,arrows_sum,0.36542749404907227,0.015046358108520508,6,"frozenset({(2, 4), (4, 0), (3, 4), (2, 0), (3, 0), (1, 0)})",3.0251934549717134
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,cancer,6071,5,12.333260297775269,0.909142017364502,True,original,arrows_mean,0.36542749404907227,0.015121221542358398,3,"frozenset({(1, 0), (4, 0), (3, 0)})",0.5067053300480288
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,cancer,6071,5,12.333260297775269,0.909142017364502,True,refined_indep_facts,original,0.022467851638793945,0.01555013656616211,1,"frozenset({(4, 0)})",1.2975161441162761
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,6071,5,12.333260297775269,0.909142017364502,True,refined_indep_facts,refined_indep_facts,0.022467851638793945,0.012237310409545898,1,"frozenset({(3, 0)})",3.7512942613469606
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,6071,5,12.333260297775269,0.909142017364502,True,refined_indep_facts,arrows_sum,0.022467851638793945,0.0071103572845458984,1,"frozenset({(3, 0)})",0.5067263758826164
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,6071,5,12.333260297775269,0.909142017364502,True,refined_indep_facts,arrows_mean,0.022467851638793945,0.007483482360839844,1,"frozenset({(3, 0)})",0.5067263758826164
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,cancer,5504,5,12.333260297775269,0.9137172698974609,True,original,original,0.39746809005737305,0.016568422317504883,3,"frozenset({(1, 0), (4, 0), (3, 0)})",12.435616998702187
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,cancer,5504,5,12.333260297775269,0.9137172698974609,True,original,refined_indep_facts,0.39746809005737305,0.014120817184448242,3,"frozenset({(1, 0), (4, 0), (3, 0)})",2.7244265393714917
5,0.6,0.5,0.5,0.4,0.5,0.4444,3.0,14.0,cancer,5504,5,12.333260297775269,0.9137172698974609,True,original,arrows_sum,0.39746809005737305,0.00884556770324707,5,"frozenset({(4, 0), (1, 2), (2, 0), (3, 0), (1, 0)})",2.513393568886104
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,cancer,5504,5,12.333260297775269,0.9137172698974609,True,original,arrows_mean,0.39746809005737305,0.008761882781982422,3,"frozenset({(1, 0), (4, 0), (3, 0)})",0.50329404524967
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,5504,5,12.333260297775269,0.9137172698974609,True,refined_indep_facts,original,0.022400379180908203,0.013361454010009766,1,"frozenset({(3, 0)})",3.5865702284328353
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,5504,5,12.333260297775269,0.9137172698974609,True,refined_indep_facts,refined_indep_facts,0.022400379180908203,0.01208043098449707,1,"frozenset({(3, 0)})",3.783401302818498
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,5504,5,12.333260297775269,0.9137172698974609,True,refined_indep_facts,arrows_sum,0.022400379180908203,0.0075604915618896484,1,"frozenset({(3, 0)})",0.503316778902022
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,5504,5,12.333260297775269,0.9137172698974609,True,refined_indep_facts,arrows_mean,0.022400379180908203,0.007550239562988281,1,"frozenset({(3, 0)})",0.503316778902022
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,cancer,5163,5,12.333260297775269,0.9059782028198242,True,original,original,0.36316657066345215,0.0014681816101074219,3,"frozenset({(1, 0), (4, 0), (3, 0)})",12.651817348002478
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,cancer,5163,5,12.333260297775269,0.9059782028198242,True,original,refined_indep_facts,0.36316657066345215,0.001825571060180664,3,"frozenset({(1, 0), (4, 0), (3, 0)})",2.7666095324546496
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,cancer,5163,5,12.333260297775269,0.9059782028198242,True,original,arrows_sum,0.36316657066345215,0.0012454986572265625,3,"frozenset({(1, 0), (4, 0), (3, 0)})",1.508850429873242
3,0.6667,0.25,0.3333,0.3333,0.25,0.2857,3.0,11.0,cancer,5163,5,12.333260297775269,0.9059782028198242,True,original,arrows_mean,0.36316657066345215,0.0011525154113769531,3,"frozenset({(1, 0), (4, 0), (3, 0)})",0.5029501432910807
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,5163,5,12.333260297775269,0.9059782028198242,True,refined_indep_facts,original,0.022221803665161133,0.014774084091186523,1,"frozenset({(3, 0)})",3.554360092595319
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,5163,5,12.333260297775269,0.9059782028198242,True,refined_indep_facts,refined_indep_facts,0.022221803665161133,0.0124664306640625,1,"frozenset({(3, 0)})",3.752692374954677
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,5163,5,12.333260297775269,0.9059782028198242,True,refined_indep_facts,arrows_sum,0.022221803665161133,0.007327079772949219,1,"frozenset({(3, 0)})",0.5029838818847623
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,5163,5,12.333260297775269,0.9059782028198242,True,refined_indep_facts,arrows_mean,0.022221803665161133,0.007234334945678711,1,"frozenset({(3, 0)})",0.5029838818847623
3,0.3333,0.5,0.1667,0.6667,0.5,0.5714,2.0,6.0,cancer,2406,5,12.333260297775269,0.9225282669067383,True,original,original,0.32617855072021484,0.02431344985961914,3,"frozenset({(0, 1), (0, 3), (0, 4)})",13.16545373733837
3,0.3333,0.5,0.1667,0.6667,0.5,0.5714,2.0,6.0,cancer,2406,5,12.333260297775269,0.9225282669067383,True,original,refined_indep_facts,0.32617855072021484,0.02121448516845703,3,"frozenset({(0, 1), (0, 3), (0, 4)})",2.6316117808344286
4,0.5,0.5,0.3333,0.5,0.5,0.5,3.0,5.0,cancer,2406,5,12.333260297775269,0.9225282669067383,True,original,arrows_sum,0.32617855072021484,0.012806892395019531,4,"frozenset({(1, 0), (0, 4), (3, 1), (3, 0)})",2.0109081233280066
4,0.5,0.5,0.3333,0.5,0.5,0.5,3.0,5.0,cancer,2406,5,12.333260297775269,0.9225282669067383,True,original,arrows_mean,0.32617855072021484,0.012721061706542969,4,"frozenset({(1, 0), (0, 4), (3, 1), (3, 0)})",0.5027270308320017
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,5.0,cancer,2406,5,12.333260297775269,0.9225282669067383,True,refined_indep_facts,original,0.022599458694458008,0.01957988739013672,2,"frozenset({(0, 1), (3, 0)})",9.380002987871597
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,5.0,cancer,2406,5,12.333260297775269,0.9225282669067383,True,refined_indep_facts,refined_indep_facts,0.022599458694458008,0.017208099365234375,2,"frozenset({(0, 1), (3, 0)})",3.2798766203683294
2,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,5.0,cancer,2406,5,12.333260297775269,0.9225282669067383,True,refined_indep_facts,arrows_sum,0.022599458694458008,0.010762453079223633,2,"frozenset({(0, 1), (3, 0)})",1.0000038855617688
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,2406,5,12.333260297775269,0.9225282669067383,True,refined_indep_facts,arrows_mean,0.022599458694458008,0.010792970657348633,1,"frozenset({(3, 0)})",0.5102866833913996
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,304,5,12.333260297775269,0.9198250770568848,True,original,original,0.6352889537811279,0.38395166397094727,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",20.12943993528017
4,0.75,0.25,0.5,0.25,0.25,0.25,3.0,15.0,cancer,304,5,12.333260297775269,0.9198250770568848,True,original,refined_indep_facts,0.6352889537811279,0.27231311798095703,4,"frozenset({(1, 0), (4, 0), (2, 0), (0, 3)})",2.2201480018784276
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,12.0,cancer,304,5,12.333260297775269,0.9198250770568848,True,original,arrows_sum,0.6352889537811279,0.15833640098571777,8,"frozenset({(4, 0), (4, 3), (2, 0), (1, 4), (3, 0), (2, 3), (1, 0), (1, 3)})",4.1100797061962
4,0.5,0.5,0.3333,0.5,0.5,0.5,2.0,10.0,cancer,304,5,12.333260297775269,0.9198250770568848,True,original,arrows_mean,0.6352889537811279,0.1582953929901123,4,"frozenset({(1, 0), (4, 0), (2, 0), (3, 0)})",0.5236118489079438
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,304,5,12.333260297775269,0.9198250770568848,True,refined_indep_facts,original,0.02339935302734375,0.02221822738647461,1,"frozenset({(3, 0)})",-2.296171045029109
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,304,5,12.333260297775269,0.9198250770568848,True,refined_indep_facts,refined_indep_facts,0.02339935302734375,0.015215873718261719,1,"frozenset({(3, 0)})",4.387273918388358
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,304,5,12.333260297775269,0.9198250770568848,True,refined_indep_facts,arrows_sum,0.02339935302734375,0.009766578674316406,1,"frozenset({(2, 0)})",0.5236156887000103
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,304,5,12.333260297775269,0.9198250770568848,True,refined_indep_facts,arrows_mean,0.02339935302734375,0.009501457214355469,1,"frozenset({(2, 0)})",0.5236156887000103
4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,cancer,3391,5,12.333260297775269,0.9139211177825928,True,original,original,0.7295949459075928,0.05746269226074219,4,"frozenset({(0, 1), (4, 0), (2, 0), (3, 0)})",20.15102812577917
4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,cancer,3391,5,12.333260297775269,0.9139211177825928,True,original,refined_indep_facts,0.7295949459075928,0.038575172424316406,4,"frozenset({(0, 1), (4, 0), (2, 0), (3, 0)})",2.1318254690969534
7,0.7143,0.5,0.8333,0.2857,0.5,0.3636,5.0,9.0,cancer,3391,5,12.333260297775269,0.9139211177825928,True,original,arrows_sum,0.7295949459075928,0.023026704788208008,7,"frozenset({(0, 1), (4, 0), (4, 3), (0, 3), (2, 0), (2, 3), (1, 3)})",3.517533943599672
4,0.25,0.75,0.1667,0.75,0.75,0.75,1.0,5.0,cancer,3391,5,12.333260297775269,0.9139211177825928,True,original,arrows_mean,0.7295949459075928,0.02176976203918457,4,"frozenset({(0, 1), (4, 0), (2, 0), (3, 0)})",0.5087189356436237
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,3391,5,12.333260297775269,0.9139211177825928,True,refined_indep_facts,original,0.02354121208190918,0.023073434829711914,1,"frozenset({(3, 0)})",-2.8426343091373036
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,3391,5,12.333260297775269,0.9139211177825928,True,refined_indep_facts,refined_indep_facts,0.02354121208190918,0.01660609245300293,1,"frozenset({(3, 0)})",4.222213422389348
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,3391,5,12.333260297775269,0.9139211177825928,True,refined_indep_facts,arrows_sum,0.02354121208190918,0.0100555419921875,1,"frozenset({(2, 0)})",0.5174502710617738
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,3391,5,12.333260297775269,0.9139211177825928,True,refined_indep_facts,arrows_mean,0.02354121208190918,0.009524106979370117,1,"frozenset({(2, 0)})",0.5174502710617738
3,1.0,0.0,0.5,0.0,0.0,,4.0,16.0,cancer,359,5,12.333260297775269,0.9130697250366211,True,original,original,0.48509740829467773,0.0025746822357177734,3,"frozenset({(1, 0), (4, 0), (0, 3)})",11.788373102721085
3,1.0,0.0,0.5,0.0,0.0,,4.0,16.0,cancer,359,5,12.333260297775269,0.9130697250366211,True,original,refined_indep_facts,0.48509740829467773,0.0018706321716308594,3,"frozenset({(1, 0), (4, 0), (0, 3)})",2.6086618389318152
3,1.0,0.0,0.5,0.0,0.0,,4.0,16.0,cancer,359,5,12.333260297775269,0.9130697250366211,True,original,arrows_sum,0.48509740829467773,0.0011620521545410156,3,"frozenset({(1, 0), (4, 0), (0, 3)})",1.5015732083405209
3,1.0,0.0,0.5,0.0,0.0,,4.0,16.0,cancer,359,5,12.333260297775269,0.9130697250366211,True,original,arrows_mean,0.48509740829467773,0.0011610984802246094,3,"frozenset({(1, 0), (4, 0), (0, 3)})",0.5005244027801736
1,1.0,0.0,0.1667,0.0,0.0,,4.0,11.0,cancer,359,5,12.333260297775269,0.9130697250366211,True,refined_indep_facts,original,0.0223238468170166,0.01376199722290039,1,"frozenset({(4, 0)})",3.393509871762074
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,359,5,12.333260297775269,0.9130697250366211,True,refined_indep_facts,refined_indep_facts,0.0223238468170166,0.011877059936523438,1,"frozenset({(3, 0)})",3.6424372197043144
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,359,5,12.333260297775269,0.9130697250366211,True,refined_indep_facts,arrows_sum,0.0223238468170166,0.007590532302856445,1,"frozenset({(3, 0)})",0.5016618165227646
1,0.0,0.25,0.0,1.0,0.25,0.4,3.0,9.0,cancer,359,5,12.333260297775269,0.9130697250366211,True,refined_indep_facts,arrows_mean,0.0223238468170166,0.007636547088623047,1,"frozenset({(3, 0)})",0.5016618165227646
4,0.75,0.25,0.5,0.25,0.25,0.25,3.0,15.0,cancer,9096,5,12.333260297775269,0.9193494319915771,True,original,original,0.6619360446929932,0.3640635013580322,4,"frozenset({(1, 0), (4, 0), (2, 0), (0, 3)})",20.694899017699225
4,0.75,0.25,0.5,0.25,0.25,0.25,3.0,15.0,cancer,9096,5,12.333260297775269,0.9193494319915771,True,original,refined_indep_facts,0.6619360446929932,0.26096224784851074,4,"frozenset({(1, 0), (4, 0), (2, 0), (0, 3)})",2.318321411554101
