nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid,dataset,seed,n_nodes,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,aba_elapsed,ranking_elapsed,num_edges_est,best_model,best_I
4,0.25,0.5,0.1111,0.75,0.5,0.6,3.0,16.0,survey,1009,6,2006.12597990036,18.308894634246826,True,original,refined_indep_facts,0.44213128089904785,0.0038475990295410156,4,"frozenset({(0, 1), (4, 1), (2, 1), (3, 5)})",4.347714109017995
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,17.0,survey,1009,6,2006.12597990036,18.308894634246826,True,original,arrows_sum,0.44213128089904785,0.0023140907287597656,4,"frozenset({(0, 1), (5, 3), (4, 1), (2, 1)})",2.003708577397502
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,17.0,survey,1009,6,2006.12597990036,18.308894634246826,True,original,arrows_mean,0.44213128089904785,0.0022542476654052734,4,"frozenset({(0, 1), (5, 3), (4, 1), (2, 1)})",0.5009271443493755
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,21.0,survey,1009,6,2006.12597990036,18.308894634246826,True,refined_indep_facts,original,0.04653167724609375,0.042909860610961914,2,"frozenset({(1, 4), (3, 5)})",7.6906027115795785
1,1.0,0.0,0.1111,0.0,0.0,,6.0,22.0,survey,1009,6,2006.12597990036,18.308894634246826,True,refined_indep_facts,refined_indep_facts,0.04653167724609375,0.03828310966491699,1,"frozenset({(1, 4)})",5.411758243256495
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,16.0,survey,1009,6,2006.12597990036,18.308894634246826,True,refined_indep_facts,arrows_sum,0.04653167724609375,0.022609233856201172,2,"frozenset({(5, 3), (4, 1)})",1.0012536514560209
1,0.0,0.1667,0.0,1.0,0.1667,0.2857,5.0,16.0,survey,1009,6,2006.12597990036,18.308894634246826,True,refined_indep_facts,arrows_mean,0.04653167724609375,0.02315545082092285,1,"frozenset({(4, 1)})",0.5012480411727658
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,13.0,survey,2250,6,2006.12597990036,18.31832766532898,True,original,original,1.3457775115966797,0.08224868774414062,4,"frozenset({(5, 3), (1, 2), (4, 1), (5, 2)})",15.167638664131593
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,13.0,survey,2250,6,2006.12597990036,18.31832766532898,True,original,refined_indep_facts,1.3457775115966797,0.07535862922668457,4,"frozenset({(5, 3), (1, 2), (4, 1), (5, 2)})",5.554079330658153
7,0.7143,0.3333,0.5556,0.2857,0.3333,0.3077,7.0,18.0,survey,2250,6,2006.12597990036,18.31832766532898,True,original,arrows_sum,1.3457775115966797,0.0357668399810791,7,"frozenset({(2, 4), (1, 2), (3, 4), (5, 4), (1, 4), (3, 5), (5, 2)})",3.5083904992737462
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,6.0,18.0,survey,2250,6,2006.12597990036,18.31832766532898,True,original,arrows_mean,1.3457775115966797,0.035231590270996094,5,"frozenset({(2, 4), (1, 2), (5, 4), (3, 5), (5, 2)})",0.5018691349609911
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,12.0,survey,2250,6,2006.12597990036,18.31832766532898,True,refined_indep_facts,original,0.049453020095825195,0.05014395713806152,2,"frozenset({(5, 3), (1, 2)})",13.719897730593372
1,1.0,0.0,0.1111,0.0,0.0,,6.0,22.0,survey,2250,6,2006.12597990036,18.31832766532898,True,refined_indep_facts,refined_indep_facts,0.049453020095825195,0.042841196060180664,1,"frozenset({(1, 4)})",7.799969808139058
2,0.0,0.3333,0.0,1.0,0.3333,0.5,4.0,15.0,survey,2250,6,2006.12597990036,18.31832766532898,True,refined_indep_facts,arrows_sum,0.049453020095825195,0.022395610809326172,2,"frozenset({(4, 1), (3, 5)})",1.0065930481337775
1,0.0,0.1667,0.0,1.0,0.1667,0.2857,5.0,16.0,survey,2250,6,2006.12597990036,18.31832766532898,True,refined_indep_facts,arrows_mean,0.049453020095825195,0.021738290786743164,1,"frozenset({(3, 5)})",0.5064443205306457
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,11.0,survey,4447,6,2006.12597990036,18.27043056488037,True,original,original,1.162179946899414,0.030862092971801758,4,"frozenset({(5, 3), (1, 2), (1, 3), (5, 2)})",14.834164372132506
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,11.0,survey,4447,6,2006.12597990036,18.27043056488037,True,original,refined_indep_facts,1.162179946899414,0.0276949405670166,4,"frozenset({(5, 3), (1, 2), (1, 3), (5, 2)})",4.5928617888004215
6,0.6667,0.3333,0.4444,0.3333,0.3333,0.3333,6.0,10.0,survey,4447,6,2006.12597990036,18.27043056488037,True,original,arrows_sum,1.162179946899414,0.014434099197387695,6,"frozenset({(1, 2), (4, 3), (2, 3), (5, 3), (1, 3), (5, 2)})",3.000324933898355
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,7.0,11.0,survey,4447,6,2006.12597990036,18.27043056488037,True,original,arrows_mean,1.162179946899414,0.01501154899597168,4,"frozenset({(2, 3), (5, 2), (1, 2), (4, 3)})",0.5000812334745888
2,0.0,0.3333,0.0,1.0,0.3333,0.5,4.0,11.0,survey,4447,6,2006.12597990036,18.27043056488037,True,refined_indep_facts,original,0.05039668083190918,0.03774833679199219,2,"frozenset({(1, 2), (3, 5)})",12.542997224847355
1,1.0,0.0,0.1111,0.0,0.0,,6.0,17.0,survey,4447,6,2006.12597990036,18.27043056488037,True,refined_indep_facts,refined_indep_facts,0.05039668083190918,0.03239154815673828,1,"frozenset({(5, 3)})",6.762731342437087
2,0.0,0.3333,0.0,1.0,0.3333,0.5,4.0,11.0,survey,4447,6,2006.12597990036,18.27043056488037,True,refined_indep_facts,arrows_sum,0.05039668083190918,0.01873922348022461,2,"frozenset({(2, 5), (1, 3)})",1.0
1,1.0,0.0,0.1111,0.0,0.0,,6.0,17.0,survey,4447,6,2006.12597990036,18.27043056488037,True,refined_indep_facts,arrows_mean,0.05039668083190918,0.017473459243774414,1,"frozenset({(5, 3)})",0.5
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,5.0,19.0,survey,2415,6,2006.12597990036,18.290975093841553,True,original,original,1.4591760635375977,0.1414802074432373,4,"frozenset({(3, 1), (5, 3), (4, 1), (2, 1)})",17.024644018637176
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,5.0,19.0,survey,2415,6,2006.12597990036,18.290975093841553,True,original,refined_indep_facts,1.4591760635375977,0.12117695808410645,4,"frozenset({(3, 1), (5, 3), (4, 1), (2, 1)})",5.545962122422035
8,0.625,0.5,0.5556,0.375,0.5,0.4286,6.0,21.0,survey,2415,6,2006.12597990036,18.290975093841553,True,original,arrows_sum,1.4591760635375977,0.05975341796875,8,"frozenset({(0, 1), (2, 4), (2, 1), (3, 1), (5, 1), (0, 5), (4, 1), (3, 5)})",4.001381853585038
6,0.6667,0.3333,0.4444,0.3333,0.3333,0.3333,6.0,22.0,survey,2415,6,2006.12597990036,18.290975093841553,True,original,arrows_mean,1.4591760635375977,0.05877494812011719,6,"frozenset({(2, 4), (2, 1), (3, 1), (0, 5), (4, 1), (3, 5)})",0.5004717430301069
2,0.0,0.3333,0.0,1.0,0.3333,0.5,4.0,11.0,survey,2415,6,2006.12597990036,18.290975093841553,True,refined_indep_facts,original,0.04733896255493164,0.04010939598083496,2,"frozenset({(1, 2), (3, 5)})",11.488025087233824
1,1.0,0.0,0.1111,0.0,0.0,,6.0,17.0,survey,2415,6,2006.12597990036,18.290975093841553,True,refined_indep_facts,refined_indep_facts,0.04733896255493164,0.03433513641357422,1,"frozenset({(5, 3)})",8.414173586967953
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,16.0,survey,2415,6,2006.12597990036,18.290975093841553,True,refined_indep_facts,arrows_sum,0.04733896255493164,0.01818394660949707,2,"frozenset({(5, 3), (4, 1)})",1.0008012584083361
1,0.0,0.1667,0.0,1.0,0.1667,0.2857,5.0,16.0,survey,2415,6,2006.12597990036,18.290975093841553,True,refined_indep_facts,arrows_mean,0.04733896255493164,0.017471790313720703,1,"frozenset({(4, 1)})",0.5004679936976987
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,19.0,survey,3595,6,2006.12597990036,18.259761571884155,True,original,original,0.658987283706665,0.028594255447387695,3,"frozenset({(3, 1), (2, 1), (3, 5)})",13.838409364907617
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,19.0,survey,3595,6,2006.12597990036,18.259761571884155,True,original,refined_indep_facts,0.658987283706665,0.027807950973510742,3,"frozenset({(3, 1), (2, 1), (3, 5)})",5.380181002279576
6,0.8333,0.1667,0.5556,0.1667,0.1667,0.1667,7.0,18.0,survey,3595,6,2006.12597990036,18.259761571884155,True,original,arrows_sum,0.658987283706665,0.01496267318725586,6,"frozenset({(2, 1), (4, 3), (3, 1), (5, 1), (5, 3), (4, 1)})",3.003004698939785
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,6.0,17.0,survey,3595,6,2006.12597990036,18.259761571884155,True,original,arrows_mean,0.658987283706665,0.015193462371826172,4,"frozenset({(5, 3), (4, 1), (2, 1), (4, 3)})",0.5006226929674835
2,0.0,0.3333,0.0,1.0,0.3333,0.5,4.0,11.0,survey,3595,6,2006.12597990036,18.259761571884155,True,refined_indep_facts,original,0.046340227127075195,0.022425413131713867,2,"frozenset({(1, 2), (3, 5)})",12.532951917787516
1,1.0,0.0,0.1111,0.0,0.0,,6.0,17.0,survey,3595,6,2006.12597990036,18.259761571884155,True,refined_indep_facts,refined_indep_facts,0.046340227127075195,0.02166748046875,1,"frozenset({(5, 3)})",6.660063083637182
2,1.0,0.0,0.2222,0.0,0.0,,6.0,19.0,survey,3595,6,2006.12597990036,18.259761571884155,True,refined_indep_facts,arrows_sum,0.046340227127075195,0.011782407760620117,2,"frozenset({(5, 3), (2, 1)})",1.0009163173903355
1,1.0,0.0,0.1111,0.0,0.0,,6.0,17.0,survey,3595,6,2006.12597990036,18.259761571884155,True,refined_indep_facts,arrows_mean,0.046340227127075195,0.011912822723388672,1,"frozenset({(5, 3)})",0.5005070599527809
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,5.0,18.0,survey,4187,6,2006.12597990036,18.335744380950928,True,original,original,0.6461193561553955,0.14066553115844727,4,"frozenset({(2, 1), (4, 1), (5, 1), (3, 5)})",14.773943053106219
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,5.0,18.0,survey,4187,6,2006.12597990036,18.335744380950928,True,original,refined_indep_facts,0.6461193561553955,0.11966872215270996,4,"frozenset({(2, 1), (4, 1), (5, 1), (3, 5)})",4.044650640748493
8,0.5,0.6667,0.4444,0.5,0.6667,0.5714,4.0,13.0,survey,4187,6,2006.12597990036,18.335744380950928,True,original,arrows_sum,0.6461193561553955,0.06697273254394531,8,"frozenset({(0, 1), (2, 1), (3, 1), (5, 1), (4, 5), (2, 5), (4, 1), (3, 5)})",4.015992428249636
5,0.4,0.5,0.2222,0.6,0.5,0.5455,3.0,14.0,survey,4187,6,2006.12597990036,18.335744380950928,True,original,arrows_mean,0.6461193561553955,0.06586432456970215,5,"frozenset({(2, 1), (3, 1), (2, 5), (4, 1), (3, 5)})",0.5024351368497457
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,21.0,survey,4187,6,2006.12597990036,18.335744380950928,True,refined_indep_facts,original,0.04503679275512695,0.03078174591064453,2,"frozenset({(1, 4), (3, 5)})",8.189100257068098
1,1.0,0.0,0.1111,0.0,0.0,,6.0,17.0,survey,4187,6,2006.12597990036,18.335744380950928,True,refined_indep_facts,refined_indep_facts,0.04503679275512695,0.02721714973449707,1,"frozenset({(5, 3)})",4.730908798551963
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,18.0,survey,4187,6,2006.12597990036,18.335744380950928,True,refined_indep_facts,arrows_sum,0.04503679275512695,0.015025138854980469,2,"frozenset({(2, 1), (3, 5)})",1.0039717727829702
1,1.0,0.0,0.1111,0.0,0.0,,6.0,19.0,survey,4187,6,2006.12597990036,18.335744380950928,True,refined_indep_facts,arrows_mean,0.04503679275512695,0.015317440032958984,1,"frozenset({(2, 1)})",0.5020123120118964
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,15.0,survey,4135,6,2006.12597990036,18.252119302749634,True,original,original,12.196593761444092,68.4158980846405,4,"frozenset({(5, 3), (1, 3), (2, 1), (4, 1)})",17.262440568517334
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,15.0,survey,4135,6,2006.12597990036,18.252119302749634,True,original,refined_indep_facts,12.196593761444092,56.724711179733276,4,"frozenset({(5, 3), (1, 3), (2, 1), (4, 1)})",5.700995469495188
13,0.7692,0.5,1.1111,0.2308,0.5,0.3158,10.0,17.0,survey,4135,6,2006.12597990036,18.252119302749634,True,original,arrows_sum,12.196593761444092,27.72643804550171,13,"frozenset({(0, 1), (2, 1), (4, 3), (3, 1), (0, 3), (2, 0), (5, 1), (2, 3), (4, 5), (0, 5), (5, 3), (2, 5), (4, 1)})",6.500983865264309
5,0.8,0.1667,0.4444,0.2,0.1667,0.1818,7.0,18.0,survey,4135,6,2006.12597990036,18.252119302749634,True,original,arrows_mean,12.196593761444092,27.8447527885437,5,"frozenset({(2, 1), (5, 1), (2, 3), (5, 3), (4, 1)})",0.5001450446511246
2,0.0,0.3333,0.0,1.0,0.3333,0.5,4.0,11.0,survey,4135,6,2006.12597990036,18.252119302749634,True,refined_indep_facts,original,0.05625724792480469,0.041348934173583984,2,"frozenset({(1, 2), (3, 5)})",12.133585246442502
1,1.0,0.0,0.1111,0.0,0.0,,6.0,17.0,survey,4135,6,2006.12597990036,18.252119302749634,True,refined_indep_facts,refined_indep_facts,0.05625724792480469,0.03430032730102539,1,"frozenset({(5, 3)})",8.672606114306964
2,1.0,0.0,0.2222,0.0,0.0,,6.0,19.0,survey,4135,6,2006.12597990036,18.252119302749634,True,refined_indep_facts,arrows_sum,0.05625724792480469,0.018225908279418945,2,"frozenset({(5, 3), (2, 1)})",1.0002757635145025
1,1.0,0.0,0.1111,0.0,0.0,,6.0,19.0,survey,4135,6,2006.12597990036,18.252119302749634,True,refined_indep_facts,arrows_mean,0.05625724792480469,0.0179290771484375,1,"frozenset({(2, 1)})",0.5001459221078979
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,5.0,16.0,survey,5174,6,2006.12597990036,18.44414520263672,True,original,original,1.8519487380981445,0.12002134323120117,5,"frozenset({(0, 1), (2, 1), (0, 3), (5, 3), (4, 1)})",15.594839948326573
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,5.0,16.0,survey,5174,6,2006.12597990036,18.44414520263672,True,original,refined_indep_facts,1.8519487380981445,0.09972453117370605,5,"frozenset({(0, 1), (2, 1), (0, 3), (5, 3), (4, 1)})",5.064863349768099
9,0.6667,0.5,0.6667,0.3333,0.5,0.4,7.0,10.0,survey,5174,6,2006.12597990036,18.44414520263672,True,original,arrows_sum,1.8519487380981445,0.04651188850402832,9,"frozenset({(0, 1), (1, 2), (0, 3), (4, 2), (0, 2), (5, 3), (3, 2), (4, 1), (5, 2)})",4.502683545109303
7,0.7143,0.3333,0.5556,0.2857,0.3333,0.3077,7.0,12.0,survey,5174,6,2006.12597990036,18.44414520263672,True,original,arrows_mean,1.8519487380981445,0.04616594314575195,7,"frozenset({(0, 1), (0, 3), (4, 2), (0, 2), (5, 3), (4, 1), (5, 2)})",0.5005051633751753
2,0.0,0.3333,0.0,1.0,0.3333,0.5,4.0,11.0,survey,5174,6,2006.12597990036,18.44414520263672,True,refined_indep_facts,original,0.04942202568054199,0.04087328910827637,2,"frozenset({(1, 2), (3, 5)})",13.043203515441181
1,1.0,0.0,0.1111,0.0,0.0,,6.0,17.0,survey,5174,6,2006.12597990036,18.44414520263672,True,refined_indep_facts,refined_indep_facts,0.04942202568054199,0.033510446548461914,1,"frozenset({(5, 3)})",8.836099178830185
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,16.0,survey,5174,6,2006.12597990036,18.44414520263672,True,refined_indep_facts,arrows_sum,0.04942202568054199,0.018886566162109375,2,"frozenset({(5, 3), (4, 1)})",1.0008360993434602
1,0.0,0.1667,0.0,1.0,0.1667,0.2857,5.0,16.0,survey,5174,6,2006.12597990036,18.44414520263672,True,refined_indep_facts,arrows_mean,0.04942202568054199,0.018727779388427734,1,"frozenset({(4, 1)})",0.5004663284516495
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,6.0,10.0,survey,5303,6,2006.12597990036,18.240675687789917,True,original,original,1.6009938716888428,0.020223140716552734,4,"frozenset({(0, 2), (1, 2), (3, 5), (0, 5)})",10.852334443004931
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,6.0,10.0,survey,5303,6,2006.12597990036,18.240675687789917,True,original,refined_indep_facts,1.6009938716888428,0.016710519790649414,4,"frozenset({(0, 2), (1, 2), (3, 5), (0, 5)})",4.516757467461187
6,0.6667,0.3333,0.4444,0.3333,0.3333,0.3333,8.0,8.0,survey,5303,6,2006.12597990036,18.240675687789917,True,original,arrows_sum,1.6009938716888428,0.009363651275634766,6,"frozenset({(1, 2), (4, 3), (4, 5), (0, 2), (0, 5), (3, 5)})",2.9998366735055138
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,7.0,9.0,survey,5303,6,2006.12597990036,18.240675687789917,True,original,arrows_mean,1.6009938716888428,0.008993387222290039,5,"frozenset({(1, 2), (4, 3), (0, 2), (0, 5), (3, 5)})",0.5000602439956279
2,0.0,0.3333,0.0,1.0,0.3333,0.5,4.0,11.0,survey,5303,6,2006.12597990036,18.240675687789917,True,refined_indep_facts,original,0.04738211631774902,0.02268815040588379,2,"frozenset({(1, 2), (3, 5)})",12.81568154451137
1,1.0,0.0,0.1111,0.0,0.0,,6.0,17.0,survey,5303,6,2006.12597990036,18.240675687789917,True,refined_indep_facts,refined_indep_facts,0.04738211631774902,0.021728038787841797,1,"frozenset({(5, 3)})",6.625436465893971
2,0.0,0.3333,0.0,1.0,0.3333,0.5,4.0,11.0,survey,5303,6,2006.12597990036,18.240675687789917,True,refined_indep_facts,arrows_sum,0.04738211631774902,0.012178897857666016,2,"frozenset({(1, 2), (3, 5)})",1.0006450566859488
1,0.0,0.1667,0.0,1.0,0.1667,0.2857,5.0,12.0,survey,5303,6,2006.12597990036,18.240675687789917,True,refined_indep_facts,arrows_mean,0.04738211631774902,0.012446403503417969,1,"frozenset({(1, 2)})",0.5003854691420352
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,5.0,16.0,survey,3942,6,2006.12597990036,18.309951305389404,True,original,original,2.371149778366089,0.9802274703979492,4,"frozenset({(3, 1), (5, 3), (1, 2), (5, 2)})",16.267527554122747
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,5.0,16.0,survey,3942,6,2006.12597990036,18.309951305389404,True,original,refined_indep_facts,2.371149778366089,0.7954699993133545,4,"frozenset({(3, 1), (5, 3), (1, 2), (5, 2)})",6.12826184700008
10,0.7,0.5,0.7778,0.3,0.5,0.375,9.0,5.0,survey,3942,6,2006.12597990036,18.309951305389404,True,original,arrows_sum,2.371149778366089,0.3759593963623047,10,"frozenset({(1, 2), (0, 4), (4, 2), (4, 5), (0, 2), (0, 5), (3, 2), (1, 3), (3, 5), (5, 2)})",5.000049946227991
6,0.6667,0.3333,0.4444,0.3333,0.3333,0.3333,7.0,12.0,survey,3942,6,2006.12597990036,18.309951305389404,True,original,arrows_mean,2.371149778366089,0.37715744972229004,6,"frozenset({(1, 2), (0, 4), (3, 1), (0, 2), (0, 5), (3, 5)})",0.5001711974130193
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,12.0,survey,3942,6,2006.12597990036,18.309951305389404,True,refined_indep_facts,original,0.05199742317199707,0.06675958633422852,2,"frozenset({(1, 3), (5, 2)})",13.790720614460556
1,1.0,0.0,0.1111,0.0,0.0,,6.0,22.0,survey,3942,6,2006.12597990036,18.309951305389404,True,refined_indep_facts,refined_indep_facts,0.05199742317199707,0.054445505142211914,1,"frozenset({(1, 4)})",9.20836027643098
2,0.0,0.3333,0.0,1.0,0.3333,0.5,4.0,15.0,survey,3942,6,2006.12597990036,18.309951305389404,True,refined_indep_facts,arrows_sum,0.05199742317199707,0.028941869735717773,2,"frozenset({(4, 1), (3, 5)})",1.0000137505855387
1,0.0,0.1667,0.0,1.0,0.1667,0.2857,5.0,16.0,survey,3942,6,2006.12597990036,18.309951305389404,True,refined_indep_facts,arrows_mean,0.05199742317199707,0.02835679054260254,1,"frozenset({(4, 1)})",0.5000137505855385
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,6.0,17.0,survey,2778,6,2006.12597990036,18.27744722366333,True,original,original,1.2746453285217285,0.005177021026611328,4,"frozenset({(5, 3), (4, 1), (2, 1), (4, 3)})",11.877258958533972
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,6.0,17.0,survey,2778,6,2006.12597990036,18.27744722366333,True,original,refined_indep_facts,1.2746453285217285,0.0038759708404541016,4,"frozenset({(5, 3), (4, 1), (2, 1), (4, 3)})",4.646390367533614
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,5.0,16.0,survey,2778,6,2006.12597990036,18.27744722366333,True,original,arrows_sum,1.2746453285217285,0.0021126270294189453,5,"frozenset({(0, 1), (2, 1), (4, 3), (5, 3), (4, 1)})",2.503983020633463
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,5.0,16.0,survey,2778,6,2006.12597990036,18.27744722366333,True,original,arrows_mean,1.2746453285217285,0.002249479293823242,5,"frozenset({(0, 1), (2, 1), (4, 3), (5, 3), (4, 1)})",0.5007966041266926
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,12.0,survey,2778,6,2006.12597990036,18.27744722366333,True,refined_indep_facts,original,0.04481101036071777,0.023834943771362305,2,"frozenset({(5, 3), (1, 2)})",12.642949362902437
1,1.0,0.0,0.1111,0.0,0.0,,6.0,17.0,survey,2778,6,2006.12597990036,18.27744722366333,True,refined_indep_facts,refined_indep_facts,0.04481101036071777,0.02154994010925293,1,"frozenset({(5, 3)})",6.644315618863658
2,1.0,0.0,0.2222,0.0,0.0,,6.0,19.0,survey,2778,6,2006.12597990036,18.27744722366333,True,refined_indep_facts,arrows_sum,0.04481101036071777,0.011430978775024414,2,"frozenset({(5, 3), (2, 1)})",1.0011475520463238
1,1.0,0.0,0.1111,0.0,0.0,,6.0,19.0,survey,2778,6,2006.12597990036,18.27744722366333,True,refined_indep_facts,arrows_mean,0.04481101036071777,0.01157522201538086,1,"frozenset({(2, 1)})",0.5009124240130348
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,16.0,survey,2804,6,2006.12597990036,18.24052619934082,True,original,original,1.0312223434448242,0.03499293327331543,3,"frozenset({(5, 3), (1, 3), (2, 1)})",13.510286822252713
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,16.0,survey,2804,6,2006.12597990036,18.24052619934082,True,original,refined_indep_facts,1.0312223434448242,0.03174281120300293,3,"frozenset({(5, 3), (1, 3), (2, 1)})",5.416743771666199
6,0.6667,0.3333,0.4444,0.3333,0.3333,0.3333,6.0,10.0,survey,2804,6,2006.12597990036,18.24052619934082,True,original,arrows_sum,1.0312223434448242,0.017969131469726562,6,"frozenset({(1, 2), (4, 2), (5, 3), (3, 2), (1, 3), (5, 2)})",3.0044418874371064
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,5.0,9.0,survey,2804,6,2006.12597990036,18.24052619934082,True,original,arrows_mean,1.0312223434448242,0.01834893226623535,4,"frozenset({(5, 3), (1, 2), (1, 3), (4, 2)})",0.5011453875319427
2,0.0,0.3333,0.0,1.0,0.3333,0.5,4.0,11.0,survey,2804,6,2006.12597990036,18.24052619934082,True,refined_indep_facts,original,0.046339988708496094,0.022268056869506836,2,"frozenset({(1, 2), (3, 5)})",13.5644806055898
1,1.0,0.0,0.1111,0.0,0.0,,6.0,17.0,survey,2804,6,2006.12597990036,18.24052619934082,True,refined_indep_facts,refined_indep_facts,0.046339988708496094,0.02192521095275879,1,"frozenset({(5, 3)})",6.8189860256653745
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,12.0,survey,2804,6,2006.12597990036,18.24052619934082,True,refined_indep_facts,arrows_sum,0.046339988708496094,0.012076854705810547,2,"frozenset({(5, 3), (1, 2)})",1.002174173940585
1,1.0,0.0,0.1111,0.0,0.0,,6.0,17.0,survey,2804,6,2006.12597990036,18.24052619934082,True,refined_indep_facts,arrows_mean,0.046339988708496094,0.01179814338684082,1,"frozenset({(5, 3)})",0.5011524421090275
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,11.0,survey,2145,6,2006.12597990036,17.961124658584595,True,original,original,1.0218737125396729,0.10459327697753906,4,"frozenset({(5, 3), (1, 2), (1, 3), (5, 2)})",14.850670846325608
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,4.0,11.0,survey,2145,6,2006.12597990036,17.961124658584595,True,original,refined_indep_facts,1.0218737125396729,0.09144711494445801,4,"frozenset({(5, 3), (1, 2), (1, 3), (5, 2)})",4.58825978321565
8,0.75,0.3333,0.6667,0.25,0.3333,0.2857,8.0,10.0,survey,2145,6,2006.12597990036,17.961124658584595,True,original,arrows_sum,1.0218737125396729,0.04994082450866699,8,"frozenset({(1, 2), (0, 3), (4, 2), (0, 2), (5, 3), (3, 2), (1, 3), (5, 2)})",3.999087250999959
5,0.8,0.1667,0.4444,0.2,0.1667,0.1818,8.0,11.0,survey,2145,6,2006.12597990036,17.961124658584595,True,original,arrows_mean,1.0218737125396729,0.04871678352355957,5,"frozenset({(0, 3), (0, 2), (5, 3), (3, 2), (1, 3)})",0.5000002474576489
2,0.0,0.3333,0.0,1.0,0.3333,0.5,4.0,11.0,survey,2145,6,2006.12597990036,17.961124658584595,True,refined_indep_facts,original,0.04751849174499512,0.03845691680908203,2,"frozenset({(1, 2), (3, 5)})",12.556391570355116
1,1.0,0.0,0.1111,0.0,0.0,,6.0,17.0,survey,2145,6,2006.12597990036,17.961124658584595,True,refined_indep_facts,refined_indep_facts,0.04751849174499512,0.033223628997802734,1,"frozenset({(5, 3)})",6.650487660668373
2,0.0,0.3333,0.0,1.0,0.3333,0.5,4.0,11.0,survey,2145,6,2006.12597990036,17.961124658584595,True,refined_indep_facts,arrows_sum,0.04751849174499512,0.018526792526245117,2,"frozenset({(2, 5), (1, 3)})",1.0
1,1.0,0.0,0.1111,0.0,0.0,,6.0,17.0,survey,2145,6,2006.12597990036,17.961124658584595,True,refined_indep_facts,arrows_mean,0.04751849174499512,0.017643213272094727,1,"frozenset({(5, 3)})",0.5
3,0.3333,0.3333,0.1111,0.6667,0.3333,0.4444,4.0,17.0,survey,150,6,2006.12597990036,18.1269850730896,True,original,original,1.6681301593780518,0.04627871513366699,3,"frozenset({(4, 1), (2, 1), (3, 5)})",19.564624682883345
3,0.3333,0.3333,0.1111,0.6667,0.3333,0.4444,4.0,17.0,survey,150,6,2006.12597990036,18.1269850730896,True,original,refined_indep_facts,1.6681301593780518,0.0384519100189209,3,"frozenset({(4, 1), (2, 1), (3, 5)})",8.60407743376577
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,5.0,17.0,survey,150,6,2006.12597990036,18.1269850730896,True,original,arrows_sum,1.6681301593780518,0.019844770431518555,5,"frozenset({(0, 1), (4, 0), (2, 1), (5, 3), (4, 1)})",2.501191638536037
