nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid,dataset,seed,n_nodes,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,num_edges_est,best_model,aba_elapsed,ranking_elapsed,best_I
8,0.875,0.25,1.1667,0.125,0.25,0.1667,8.0,16.0,earthquake,316,5,12.779038667678833,0.9151735305786133,True,stand_alone_gradual,original_ranking,8,"[(3, 0), (2, 0), (3, 1), (2, 1), (3, 2), (3, 4), (4, 0), (1, 4)]",0,1.1355574131011963,31.11250820273267
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,316,5,12.779038667678833,0.9151735305786133,True,stand_alone_gradual,refined_ranking,0,[],0,0.3282191753387451,2.5357925705904907
6,0.5,0.75,0.5,0.5,0.75,0.6,3.0,3.0,earthquake,8266,5,12.779038667678833,0.9216575622558594,True,stand_alone_gradual,original_ranking,6,"[(2, 3), (1, 3), (2, 0), (1, 0), (3, 0), (0, 4)]",0,1.1218435764312744,34.756506972356064
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,8266,5,12.779038667678833,0.9216575622558594,True,stand_alone_gradual,refined_ranking,0,[],0,0.32635998725891113,2.752321909208054
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,6.0,earthquake,1532,5,12.779038667678833,0.9343767166137695,True,stand_alone_gradual,original_ranking,8,"[(2, 0), (1, 0), (4, 0), (3, 0), (3, 4), (1, 3), (2, 4), (2, 3)]",0,1.5300045013427734,31.26252444018308
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,1532,5,12.779038667678833,0.9343767166137695,True,stand_alone_gradual,refined_ranking,0,[],0,0.42678380012512207,2.0854214411775294
7,0.5714,0.75,0.6667,0.4286,0.75,0.5455,4.0,3.0,earthquake,1009,5,12.779038667678833,0.9235339164733887,True,stand_alone_gradual,original_ranking,7,"[(2, 3), (1, 3), (2, 0), (1, 0), (1, 4), (3, 0), (0, 4)]",0,1.139540433883667,35.93643523180148
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,1009,5,12.779038667678833,0.9235339164733887,True,stand_alone_gradual,refined_ranking,0,[],0,0.3105144500732422,2.1979863543765448
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,16.0,earthquake,2250,5,12.779038667678833,0.9273829460144043,True,stand_alone_gradual,original_ranking,8,"[(3, 0), (2, 0), (4, 0), (1, 0), (2, 4), (1, 4), (3, 2), (3, 1)]",0,1.5371675491333008,29.8939989337642
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,2250,5,12.779038667678833,0.9273829460144043,True,stand_alone_gradual,refined_ranking,0,[],0,0.4239969253540039,2.031867396001186
7,0.5714,0.75,0.6667,0.4286,0.75,0.5455,4.0,3.0,earthquake,4447,5,12.779038667678833,0.9184615612030029,True,stand_alone_gradual,original_ranking,7,"[(3, 0), (2, 0), (2, 3), (1, 3), (1, 0), (1, 4), (0, 4)]",0,1.2373864650726318,36.471539205311146
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,4447,5,12.779038667678833,0.9184615612030029,True,stand_alone_gradual,refined_ranking,0,[],0,0.33687472343444824,2.245718567590445
6,0.5,0.75,0.5,0.5,0.75,0.6,3.0,3.0,earthquake,2415,5,12.779038667678833,0.9290280342102051,True,stand_alone_gradual,original_ranking,6,"[(1, 3), (3, 0), (1, 0), (2, 3), (2, 0), (0, 4)]",0,1.226140022277832,35.22432033518493
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,2415,5,12.779038667678833,0.9290280342102051,True,stand_alone_gradual,refined_ranking,0,[],0,0.3509213924407959,2.4743987626512727
9,0.7778,0.5,1.1667,0.2222,0.5,0.3077,7.0,10.0,earthquake,3595,5,12.779038667678833,0.9332423210144043,True,stand_alone_gradual,original_ranking,9,"[(3, 0), (2, 0), (4, 0), (1, 0), (2, 3), (4, 3), (2, 1), (4, 1), (2, 4)]",0,1.5559933185577393,30.06388383183003
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,3595,5,12.779038667678833,0.9332423210144043,True,stand_alone_gradual,refined_ranking,0,[],0,0.42633795738220215,2.009559852729791
7,0.5714,0.75,0.6667,0.4286,0.75,0.5455,4.0,3.0,earthquake,4187,5,12.779038667678833,0.9215683937072754,True,stand_alone_gradual,original_ranking,7,"[(1, 3), (2, 0), (3, 0), (2, 3), (1, 0), (1, 4), (0, 4)]",0,1.1339316368103027,36.41578847264043
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,4187,5,12.779038667678833,0.9215683937072754,True,stand_alone_gradual,refined_ranking,0,[],0,0.31278371810913086,2.3185582675651313
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,11.0,earthquake,4135,5,12.779038667678833,0.9165222644805908,True,stand_alone_gradual,original_ranking,8,"[(3, 4), (3, 0), (1, 0), (1, 2), (3, 2), (4, 0), (2, 4), (2, 0)]",0,1.2338120937347412,29.008478642615312
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,4135,5,12.779038667678833,0.9165222644805908,True,stand_alone_gradual,refined_ranking,0,[],0,0.35559725761413574,2.631587385683007
6,0.5,0.75,0.5,0.5,0.75,0.6,3.0,3.0,earthquake,5174,5,12.779038667678833,0.925713300704956,True,stand_alone_gradual,original_ranking,6,"[(3, 0), (2, 0), (2, 3), (1, 3), (1, 0), (0, 4)]",0,1.2173888683319092,34.60697980956095
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,5174,5,12.779038667678833,0.925713300704956,True,stand_alone_gradual,refined_ranking,0,[],0,0.35293078422546387,2.6683335985452215
7,0.8571,0.25,1.0,0.1429,0.25,0.1818,7.0,7.0,earthquake,5303,5,12.779038667678833,0.9063079357147217,True,stand_alone_gradual,original_ranking,7,"[(2, 3), (4, 3), (2, 0), (3, 0), (2, 4), (4, 0), (1, 4)]",0,1.1356897354125977,31.141774545740766
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,5303,5,12.779038667678833,0.9063079357147217,True,stand_alone_gradual,refined_ranking,0,[],0,0.3314199447631836,2.5930434182709794
6,0.5,0.75,0.5,0.5,0.75,0.6,3.0,3.0,earthquake,3942,5,12.779038667678833,0.9278323650360107,True,stand_alone_gradual,original_ranking,6,"[(2, 3), (1, 3), (2, 0), (1, 0), (3, 0), (0, 4)]",0,1.1210296154022217,35.30412711176773
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,3942,5,12.779038667678833,0.9278323650360107,True,stand_alone_gradual,refined_ranking,0,[],0,0.3222062587738037,2.840885541407694
9,0.7778,0.5,1.1667,0.2222,0.5,0.3077,7.0,11.0,earthquake,2778,5,12.779038667678833,0.9257774353027344,True,stand_alone_gradual,original_ranking,9,"[(4, 3), (1, 3), (1, 0), (3, 0), (2, 0), (1, 4), (3, 2), (4, 2), (4, 0)]",0,1.6705985069274902,31.24721588789454
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,2778,5,12.779038667678833,0.9257774353027344,True,stand_alone_gradual,refined_ranking,0,[],0,0.4765803813934326,2.6737550323312895
6,0.5,0.75,0.5,0.5,0.75,0.6,3.0,3.0,earthquake,2804,5,12.779038667678833,0.9214661121368408,True,stand_alone_gradual,original_ranking,6,"[(2, 4), (1, 4), (2, 0), (1, 0), (4, 0), (0, 3)]",0,1.2819879055023193,37.37594297517991
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,2804,5,12.779038667678833,0.9214661121368408,True,stand_alone_gradual,refined_ranking,0,[],0,0.34040093421936035,2.1723319285223024
7,0.5714,0.75,0.6667,0.4286,0.75,0.5455,4.0,3.0,earthquake,2145,5,12.779038667678833,0.9294133186340332,True,stand_alone_gradual,original_ranking,7,"[(2, 3), (1, 3), (2, 0), (1, 0), (1, 4), (3, 0), (0, 4)]",0,1.1371374130249023,36.22033505067171
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,2145,5,12.779038667678833,0.9294133186340332,True,stand_alone_gradual,refined_ranking,0,[],0,0.31160449981689453,2.160860126487616
6,0.5,0.75,0.5,0.5,0.75,0.6,3.0,3.0,earthquake,150,5,12.779038667678833,0.92399001121521,True,stand_alone_gradual,original_ranking,6,"[(2, 3), (3, 0), (2, 0), (1, 3), (1, 0), (0, 4)]",0,1.2253797054290771,35.69451960410995
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,150,5,12.779038667678833,0.92399001121521,True,stand_alone_gradual,refined_ranking,0,[],0,0.352949857711792,2.718400138350795
9,0.7778,0.5,1.1667,0.2222,0.5,0.3077,7.0,10.0,earthquake,8823,5,12.779038667678833,0.9252691268920898,True,stand_alone_gradual,original_ranking,9,"[(3, 0), (2, 0), (1, 2), (1, 0), (4, 3), (1, 3), (1, 4), (4, 2), (4, 0)]",0,1.6771085262298584,31.12736673627709
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,8823,5,12.779038667678833,0.9252691268920898,True,stand_alone_gradual,refined_ranking,0,[],0,0.48054933547973633,2.6951233445530107
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,6.0,earthquake,4669,5,12.779038667678833,0.9329795837402344,True,stand_alone_gradual,original_ranking,8,"[(4, 0), (1, 0), (3, 0), (2, 0), (2, 4), (1, 3), (2, 3), (3, 4)]",0,1.1412794589996338,31.942034537051924
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,4669,5,12.779038667678833,0.9329795837402344,True,stand_alone_gradual,refined_ranking,0,[],0,0.31561779975891113,2.0392454365314365
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,6.0,earthquake,6131,5,12.779038667678833,0.9359126091003418,True,stand_alone_gradual,original_ranking,8,"[(4, 0), (2, 0), (3, 0), (1, 0), (1, 3), (2, 4), (1, 4), (4, 3)]",0,1.5571763515472412,31.632191719206844
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,6131,5,12.779038667678833,0.9359126091003418,True,stand_alone_gradual,refined_ranking,0,[],0,0.4271235466003418,1.9247813368453497
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,6.0,earthquake,2617,5,12.779038667678833,0.9389803409576416,True,stand_alone_gradual,original_ranking,8,"[(3, 0), (2, 0), (4, 0), (1, 0), (4, 3), (2, 3), (2, 4), (1, 4)]",0,1.5421581268310547,31.089550040186438
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,2617,5,12.779038667678833,0.9389803409576416,True,stand_alone_gradual,refined_ranking,0,[],0,0.42458033561706543,1.9966187521635759
7,0.8571,0.25,1.0,0.1429,0.25,0.1818,7.0,7.0,earthquake,7166,5,12.779038667678833,0.9135231971740723,True,stand_alone_gradual,original_ranking,7,"[(4, 3), (1, 3), (4, 0), (3, 0), (2, 4), (2, 0), (1, 4)]",0,0.9747145175933838,34.76751340119085
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,7166,5,12.779038667678833,0.9135231971740723,True,stand_alone_gradual,refined_ranking,0,[],0,0.2812201976776123,2.6853603636481167
9,0.7778,0.5,1.1667,0.2222,0.5,0.3077,7.0,10.0,earthquake,1428,5,12.779038667678833,0.9296271800994873,True,stand_alone_gradual,original_ranking,9,"[(4, 0), (2, 0), (3, 0), (1, 0), (1, 3), (4, 2), (1, 2), (4, 3), (1, 4)]",0,1.5531082153320312,30.236951619465707
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,1428,5,12.779038667678833,0.9296271800994873,True,stand_alone_gradual,refined_ranking,0,[],0,0.4268155097961426,1.9714342812658818
6,0.5,0.75,0.5,0.5,0.75,0.6,3.0,8.0,earthquake,8328,5,12.779038667678833,0.9134283065795898,True,stand_alone_gradual,original_ranking,6,"[(3, 0), (2, 0), (3, 2), (1, 2), (1, 0), (0, 4)]",0,1.1277778148651123,31.87073736830578
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,8328,5,12.779038667678833,0.9134283065795898,True,stand_alone_gradual,refined_ranking,0,[],0,0.32842111587524414,2.5461157038161324
9,0.7778,0.5,1.1667,0.2222,0.5,0.3077,7.0,10.0,earthquake,8289,5,12.779038667678833,0.9310238361358643,True,stand_alone_gradual,original_ranking,9,"[(4, 0), (2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (2, 3), (4, 3), (2, 4)]",0,1.5508747100830078,29.760248632749807
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,8289,5,12.779038667678833,0.9310238361358643,True,stand_alone_gradual,refined_ranking,0,[],0,0.43067073822021484,2.128886255255765
9,0.7778,0.5,1.1667,0.2222,0.5,0.3077,7.0,10.0,earthquake,5978,5,12.779038667678833,0.938596248626709,True,stand_alone_gradual,original_ranking,9,"[(4, 0), (2, 0), (3, 0), (1, 0), (1, 3), (4, 3), (1, 2), (4, 2), (1, 4)]",0,1.548478126525879,30.227144014467886
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,5978,5,12.779038667678833,0.938596248626709,True,stand_alone_gradual,refined_ranking,0,[],0,0.42534303665161133,1.9631639658381996
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,6.0,earthquake,5511,5,12.779038667678833,0.9204881191253662,True,stand_alone_gradual,original_ranking,8,"[(3, 0), (2, 0), (4, 0), (1, 0), (2, 4), (1, 3), (2, 3), (3, 4)]",0,1.1416151523590088,31.23066317297439
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,5511,5,12.779038667678833,0.9204881191253662,True,stand_alone_gradual,refined_ranking,0,[],0,0.3177316188812256,2.2949901476635044
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,11.0,earthquake,5864,5,12.779038667678833,0.9328117370605469,True,stand_alone_gradual,original_ranking,8,"[(3, 0), (2, 0), (4, 0), (1, 0), (2, 4), (1, 4), (3, 1), (2, 3)]",0,1.534120798110962,30.03132326173084
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,5864,5,12.779038667678833,0.9328117370605469,True,stand_alone_gradual,refined_ranking,0,[],0,0.425919771194458,1.9915350677764894
7,0.5714,0.75,0.6667,0.4286,0.75,0.5455,4.0,3.0,earthquake,606,5,12.779038667678833,0.9295499324798584,True,stand_alone_gradual,original_ranking,7,"[(1, 3), (2, 3), (2, 0), (1, 0), (1, 4), (3, 0), (0, 4)]",0,1.1409006118774414,35.75512478836296
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,606,5,12.779038667678833,0.9295499324798584,True,stand_alone_gradual,refined_ranking,0,[],0,0.31088900566101074,2.2476243558746773
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,11.0,earthquake,1933,5,12.779038667678833,0.9053723812103271,True,stand_alone_gradual,original_ranking,8,"[(2, 4), (3, 0), (2, 0), (3, 1), (2, 1), (4, 0), (1, 4), (1, 0)]",0,1.2319042682647705,29.429641748480993
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,1933,5,12.779038667678833,0.9053723812103271,True,stand_alone_gradual,refined_ranking,0,[],0,0.35578227043151855,2.582321957334437
6,0.5,0.75,0.5,0.5,0.75,0.6,3.0,8.0,earthquake,6071,5,12.779038667678833,0.9182381629943848,True,stand_alone_gradual,original_ranking,6,"[(3, 0), (2, 0), (3, 1), (2, 1), (1, 0), (0, 4)]",0,1.223794937133789,31.592866030881446
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,6071,5,12.779038667678833,0.9182381629943848,True,stand_alone_gradual,refined_ranking,0,[],0,0.3551204204559326,2.6404765426892927
6,0.5,0.75,0.5,0.5,0.75,0.6,3.0,3.0,earthquake,5504,5,12.779038667678833,0.9255070686340332,True,stand_alone_gradual,original_ranking,6,"[(2, 3), (1, 3), (2, 0), (1, 0), (3, 0), (0, 4)]",0,1.1223478317260742,35.71930506506152
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,5504,5,12.779038667678833,0.9255070686340332,True,stand_alone_gradual,refined_ranking,0,[],0,0.3265035152435303,2.696566015820328
7,0.8571,0.25,1.0,0.1429,0.25,0.1818,7.0,7.0,earthquake,5163,5,12.779038667678833,0.9188976287841797,True,stand_alone_gradual,original_ranking,7,"[(1, 3), (4, 3), (1, 0), (3, 0), (1, 4), (4, 0), (2, 4)]",0,1.1214966773986816,30.919696284793627
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,5163,5,12.779038667678833,0.9188976287841797,True,stand_alone_gradual,refined_ranking,0,[],0,0.32652878761291504,2.499718771470012
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,6.0,earthquake,2406,5,12.779038667678833,0.92899489402771,True,stand_alone_gradual,original_ranking,8,"[(4, 0), (2, 0), (3, 0), (1, 0), (2, 3), (1, 4), (2, 4), (4, 3)]",0,1.5516932010650635,31.66524340839916
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,2406,5,12.779038667678833,0.92899489402771,True,stand_alone_gradual,refined_ranking,0,[],0,0.42262816429138184,1.9448875508246508
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,11.0,earthquake,304,5,12.779038667678833,0.9201364517211914,True,stand_alone_gradual,original_ranking,8,"[(3, 0), (2, 0), (4, 0), (1, 0), (3, 1), (2, 4), (1, 4), (2, 3)]",0,1.5414423942565918,29.919237521434336
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,304,5,12.779038667678833,0.9201364517211914,True,stand_alone_gradual,refined_ranking,0,[],0,0.42554402351379395,2.042485959557601
6,0.5,0.75,0.5,0.5,0.75,0.6,3.0,3.0,earthquake,3391,5,12.779038667678833,0.91176438331604,True,stand_alone_gradual,original_ranking,6,"[(2, 3), (1, 3), (2, 0), (1, 0), (3, 0), (0, 4)]",0,1.1203372478485107,34.85252911530602
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,3391,5,12.779038667678833,0.91176438331604,True,stand_alone_gradual,refined_ranking,0,[],0,0.325366735458374,2.8519128112424634
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,11.0,earthquake,359,5,12.779038667678833,0.9100875854492188,True,stand_alone_gradual,original_ranking,8,"[(3, 4), (3, 0), (2, 0), (3, 1), (2, 1), (4, 0), (1, 4), (1, 0)]",0,1.2420778274536133,28.95305162191633
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,359,5,12.779038667678833,0.9100875854492188,True,stand_alone_gradual,refined_ranking,0,[],0,0.356372594833374,2.7271479010528674
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,6.0,earthquake,9096,5,12.779038667678833,0.9371893405914307,True,stand_alone_gradual,original_ranking,8,"[(4, 0), (1, 0), (3, 0), (2, 0), (2, 4), (2, 3), (1, 3), (3, 4)]",0,1.1524500846862793,31.273726369205786
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,9096,5,12.779038667678833,0.9371893405914307,True,stand_alone_gradual,refined_ranking,0,[],0,0.31732773780822754,2.0217551497122184
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,6.0,earthquake,3533,5,12.779038667678833,0.9305121898651123,True,stand_alone_gradual,original_ranking,8,"[(3, 0), (2, 0), (4, 0), (1, 0), (2, 4), (1, 3), (2, 3), (3, 4)]",0,1.1392676830291748,31.462093789843134
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,3533,5,12.779038667678833,0.9305121898651123,True,stand_alone_gradual,refined_ranking,0,[],0,0.3170335292816162,2.154501779208199
9,0.7778,0.5,1.1667,0.2222,0.5,0.3077,7.0,11.0,earthquake,4125,5,12.779038667678833,0.9388895034790039,True,stand_alone_gradual,original_ranking,9,"[(4, 3), (1, 3), (1, 0), (3, 0), (2, 0), (3, 2), (1, 4), (4, 2), (4, 0)]",0,1.6485018730163574,31.10674242034422
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,4125,5,12.779038667678833,0.9388895034790039,True,stand_alone_gradual,refined_ranking,0,[],0,0.47507500648498535,2.7307109914095022
9,0.7778,0.5,1.1667,0.2222,0.5,0.3077,7.0,15.0,earthquake,3094,5,12.779038667678833,0.9278953075408936,True,stand_alone_gradual,original_ranking,9,"[(4, 0), (2, 0), (3, 0), (1, 0), (3, 1), (2, 1), (4, 3), (2, 3), (4, 2)]",0,1.567248821258545,29.859498430395995
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,3094,5,12.779038667678833,0.9278953075408936,True,stand_alone_gradual,refined_ranking,0,[],0,0.432234525680542,2.0629797892251225
8,0.75,0.5,1.0,0.25,0.5,0.3333,6.0,11.0,earthquake,6398,5,12.779038667678833,0.9259035587310791,True,stand_alone_gradual,original_ranking,8,"[(4, 0), (1, 0), (2, 0), (3, 0), (1, 3), (2, 3), (4, 2), (1, 4)]",0,1.5360119342803955,29.328409983612907
0,0.0,0.0,0.0,,0.0,,4.0,10.0,earthquake,6398,5,12.779038667678833,0.9259035587310791,True,stand_alone_gradual,refined_ranking,0,[],0,0.42110705375671387,2.237277744915985
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,6.0,13.0,survey,7816,6,1996.7240192890167,18.22127413749695,True,stand_alone_gradual,original_ranking,5,"[(5, 3), (0, 3), (4, 3), (4, 1), (0, 1)]",0,1.3931353092193604,14.42204337104406
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,7816,6,1996.7240192890167,18.22127413749695,True,stand_alone_gradual,refined_ranking,0,[],0,0.8988552093505859,8.799355853558955
4,0.5,0.3333,0.2222,0.5,0.3333,0.4,5.0,14.0,survey,3578,6,1996.7240192890167,18.26537823677063,True,stand_alone_gradual,original_ranking,4,"[(5, 3), (0, 3), (4, 1), (0, 1)]",0,1.0151963233947754,10.996180898110229
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,3578,6,1996.7240192890167,18.26537823677063,True,stand_alone_gradual,refined_ranking,0,[],0,0.7216365337371826,6.631016548949691
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,6.0,16.0,survey,2656,6,1996.7240192890167,18.102814435958862,True,stand_alone_gradual,original_ranking,3,"[(2, 1), (2, 5), (2, 3)]",0,1.3702430725097656,12.145116137345495
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,2656,6,1996.7240192890167,18.102814435958862,True,stand_alone_gradual,refined_ranking,0,[],0,0.8532512187957764,8.27424694818672
5,0.6,0.3333,0.3333,0.4,0.3333,0.3636,7.0,12.0,survey,2688,6,1996.7240192890167,17.900254726409912,True,stand_alone_gradual,original_ranking,5,"[(4, 1), (0, 1), (0, 2), (0, 5), (0, 3)]",0,1.3682174682617188,9.354595909322406
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,2688,6,1996.7240192890167,17.900254726409912,True,stand_alone_gradual,refined_ranking,0,[],0,0.8658616542816162,9.425049760126592
2,1.0,0.0,0.2222,0.0,0.0,,6.0,19.0,survey,2494,6,1996.7240192890167,18.10353183746338,True,stand_alone_gradual,original_ranking,2,"[(5, 3), (2, 1)]",0,0.8759584426879883,12.698739667616733
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,2494,6,1996.7240192890167,18.10353183746338,True,stand_alone_gradual,refined_ranking,0,[],0,0.691713809967041,6.517696026995963
2,1.0,0.0,0.2222,0.0,0.0,,6.0,19.0,survey,183,6,1996.7240192890167,18.093549489974976,True,stand_alone_gradual,original_ranking,2,"[(5, 3), (2, 1)]",0,0.8907794952392578,13.810959199137006
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,183,6,1996.7240192890167,18.093549489974976,True,stand_alone_gradual,refined_ranking,0,[],0,0.6903047561645508,6.901948530962361
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,14.0,survey,7977,6,1996.7240192890167,18.06349015235901,True,stand_alone_gradual,original_ranking,2,"[(5, 3), (1, 3)]",0,0.845970630645752,11.511479615844996
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,7977,6,1996.7240192890167,18.06349015235901,True,stand_alone_gradual,refined_ranking,0,[],0,0.7051432132720947,6.345811722222989
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,18.0,survey,3199,6,1996.7240192890167,18.197643041610718,True,stand_alone_gradual,original_ranking,3,"[(5, 3), (2, 1), (4, 1)]",0,1.2434360980987549,18.13650827594265
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,3199,6,1996.7240192890167,18.197643041610718,True,stand_alone_gradual,refined_ranking,0,[],0,0.8711090087890625,8.85642584998834
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,18.0,survey,316,6,1996.7240192890167,18.125162839889526,True,stand_alone_gradual,original_ranking,3,"[(5, 3), (2, 1), (4, 1)]",0,1.2864909172058105,17.761307567970732
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,316,6,1996.7240192890167,18.125162839889526,True,stand_alone_gradual,refined_ranking,0,[],0,0.8454196453094482,8.8255257835533
3,0.3333,0.3333,0.1111,0.6667,0.3333,0.4444,5.0,14.0,survey,8266,6,1996.7240192890167,18.215877056121826,True,stand_alone_gradual,original_ranking,3,"[(2, 5), (4, 3), (4, 1)]",0,1.0923032760620117,8.363389939985149
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,8266,6,1996.7240192890167,18.215877056121826,True,stand_alone_gradual,refined_ranking,0,[],0,0.6732914447784424,6.451008430041897
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,18.0,survey,1532,6,1996.7240192890167,18.160187482833862,True,stand_alone_gradual,original_ranking,3,"[(5, 3), (2, 1), (4, 1)]",0,1.2307319641113281,19.9528108019953
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,1532,6,1996.7240192890167,18.160187482833862,True,stand_alone_gradual,refined_ranking,0,[],0,0.8596699237823486,9.532780412814505
5,0.8,0.1667,0.4444,0.2,0.1667,0.1818,7.0,22.0,survey,1009,6,1996.7240192890167,18.012911796569824,True,stand_alone_gradual,original_ranking,5,"[(5, 3), (2, 4), (0, 4), (0, 1), (2, 1)]",0,0.9063820838928223,12.746101320306487
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,1009,6,1996.7240192890167,18.012911796569824,True,stand_alone_gradual,refined_ranking,0,[],0,0.6029624938964844,5.409994292155821
2,0.5,0.1667,0.1111,0.5,0.1667,0.25,5.0,21.0,survey,2250,6,1996.7240192890167,18.17717218399048,True,stand_alone_gradual,original_ranking,2,"[(3, 5), (1, 4)]",0,0.9779181480407715,11.946020429520276
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,2250,6,1996.7240192890167,18.17717218399048,True,stand_alone_gradual,refined_ranking,0,[],0,0.7503294944763184,7.811514150320201
4,0.75,0.1667,0.3333,0.25,0.1667,0.2,8.0,19.0,survey,4447,6,1996.7240192890167,17.98643469810486,True,stand_alone_gradual,original_ranking,4,"[(4, 3), (4, 5), (4, 1), (2, 4)]",0,0.9799740314483643,6.256136490637458
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,4447,6,1996.7240192890167,17.98643469810486,True,stand_alone_gradual,refined_ranking,0,[],0,0.6574816703796387,6.763012264619166
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,5.0,16.0,survey,2415,6,1996.7240192890167,18.094152450561523,True,stand_alone_gradual,original_ranking,3,"[(5, 3), (1, 3), (2, 1)]",0,1.250319242477417,13.722287868816391
0,0.0,0.0,0.0,,0.0,,6.0,17.0,survey,2415,6,1996.7240192890167,18.094152450561523,True,stand_alone_gradual,refined_ranking,0,[],0,0.8573896884918213,8.412796308851597
3,0.6667,0.1667,0.2222,0.3333,0.1667,0.2222,6.0,15.0,survey,3595,6,1996.7240192890167,18.177430391311646,True,stand_alone_gradual,original_ranking,3,"[(4, 1), (5, 3), (4, 3)]",0,0.9075260162353516,10.331241999706814
