nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid,dataset,seed,n_nodes,n_edges,neighbourhood_n_nodes,max_cycle_length,max_ct_depth,max_path_length,max_c_set_size,search_depth,elapsed_bsaf_creation,elapsed_model_solution,is_converged,fact_ranking_method,model_ranking_method,num_edges_est,best_model,aba_elapsed,ranking_elapsed,best_I
5,0.4,0.6,0.4,0.6,0.6,0.6,4.0,4.0,random_graphs_n5_e5,7816,5,5,3,3,0,2,1,5,0.03818154335021973,0.07083678245544434,True,v2,original_ranking,5,"[(4, 3), (1, 3), (4, 0), (1, 0), (2, 0)]",0,0.056215524673461914,19.206784477886853
1,0.0,0.2,0.0,1.0,0.2,0.3333,4.0,7.0,random_graphs_n5_e5,3578,5,5,3,3,0,2,1,5,0.03818154335021973,0.06999969482421875,True,v2,original_ranking,1,"[(0, 2)]",0,0.049770355224609375,-1.0842661283142507
4,0.5,0.4,0.4,0.5,0.4,0.4444,5.0,6.0,random_graphs_n5_e5,2656,5,5,3,3,0,2,1,5,0.03818154335021973,0.0704655647277832,True,v2,original_ranking,4,"[(3, 4), (0, 4), (2, 0), (1, 4)]",0,0.044951438903808594,-3.174534679327617
4,0.75,0.2,0.6,0.25,0.2,0.2222,6.0,14.0,random_graphs_n5_e5,2688,5,5,3,3,0,2,1,5,0.03818154335021973,0.07202863693237305,True,v2,original_ranking,4,"[(4, 3), (2, 3), (0, 3), (4, 1)]",0,0.06126141548156738,9.85729735210894
0,0.0,0.0,0.0,,0.0,,5.0,12.0,random_graphs_n5_e5,2494,5,5,3,3,0,2,1,5,0.03818154335021973,0.07107663154602051,False,v2,original_ranking,0,[],0,0.023021936416625977,3.560714001001001
5,0.6,0.4,0.6,0.4,0.4,0.4,6.0,11.0,random_graphs_n5_e5,183,5,5,3,3,0,2,1,5,0.03818154335021973,0.06990957260131836,True,v2,original_ranking,5,"[(1, 3), (0, 3), (2, 3), (4, 3), (4, 1)]",0,0.07121443748474121,8.855747585454166
1,1.0,0.0,0.2,0.0,0.0,,6.0,13.0,random_graphs_n5_e5,7977,5,5,3,3,0,2,1,5,0.03818154335021973,0.0678415298461914,True,v2,original_ranking,1,"[(3, 0)]",0,0.040752410888671875,-8.674176081892554
4,0.75,0.2,0.6,0.25,0.2,0.2222,6.0,12.0,random_graphs_n5_e5,3199,5,5,3,3,0,2,1,5,0.03818154335021973,0.07603669166564941,True,v2,original_ranking,4,"[(3, 4), (2, 4), (1, 4), (3, 0)]",0,0.06188154220581055,4.610502528062083
3,0.6667,0.2,0.4,0.3333,0.2,0.25,5.0,9.0,random_graphs_n5_e5,316,5,5,3,3,0,2,1,5,0.03818154335021973,0.07108068466186523,True,v2,original_ranking,3,"[(2, 0), (1, 0), (4, 0)]",0,0.05138087272644043,-0.2386948174826915
1,0.0,0.2,0.0,1.0,0.2,0.3333,4.0,9.0,random_graphs_n5_e5,8266,5,5,3,3,0,2,1,5,0.03818154335021973,0.07091999053955078,True,v2,original_ranking,1,"[(2, 3)]",0,0.03619241714477539,-2.988364806337339
2,1.0,0.0,0.4,0.0,0.0,,6.0,12.0,random_graphs_n5_e5,1532,5,5,3,3,0,2,1,5,0.03818154335021973,0.07054519653320312,True,v2,original_ranking,2,"[(4, 1), (2, 1)]",0,0.044654130935668945,-0.5209926248958674
2,1.0,0.0,0.4,0.0,0.0,,5.0,19.0,random_graphs_n5_e5,1009,5,5,3,3,0,2,1,5,0.03818154335021973,0.071380615234375,True,v2,original_ranking,2,"[(2, 1), (4, 1)]",0,0.02649688720703125,7.205453733698498
4,0.75,0.2,0.6,0.25,0.2,0.2222,7.0,6.0,random_graphs_n5_e5,2250,5,5,3,3,0,2,1,5,0.03818154335021973,0.07062625885009766,True,v2,original_ranking,4,"[(3, 2), (4, 2), (1, 2), (2, 0)]",0,0.05807375907897949,4.08233509353893
3,0.6667,0.2,0.4,0.3333,0.2,0.25,4.0,16.0,random_graphs_n5_e5,4447,5,5,3,3,0,2,1,5,0.03818154335021973,0.07069730758666992,True,v2,original_ranking,3,"[(2, 3), (0, 3), (1, 4)]",0,0.026264667510986328,9.456230753328583
1,0.0,0.2,0.0,1.0,0.2,0.3333,4.0,11.0,random_graphs_n5_e5,2415,5,5,3,3,0,2,1,5,0.03818154335021973,0.0701746940612793,True,v2,original_ranking,1,"[(3, 0)]",0,0.04283905029296875,0.9022111105274364
4,1.0,0.0,0.8,0.0,0.0,,8.0,18.0,random_graphs_n5_e5,3595,5,5,3,3,0,2,1,5,0.03818154335021973,0.07082438468933105,True,v2,original_ranking,4,"[(4, 2), (1, 2), (0, 2), (3, 4)]",0,0.06461048126220703,-1.2781881083437132
3,0.6667,0.2,0.4,0.3333,0.2,0.25,4.0,17.0,random_graphs_n5_e5,4187,5,5,3,3,0,2,1,5,0.03818154335021973,0.07125735282897949,True,v2,original_ranking,3,"[(1, 4), (0, 3), (2, 4)]",0,0.040819644927978516,6.412376840135353
0,0.0,0.0,0.0,,0.0,,5.0,13.0,random_graphs_n5_e5,4135,5,5,3,3,0,2,1,5,0.03818154335021973,0.0704953670501709,True,v2,original_ranking,0,[],0,0.03727078437805176,-6.629236778019733
1,0.0,0.2,0.0,1.0,0.2,0.3333,4.0,7.0,random_graphs_n5_e5,5174,5,5,3,3,0,2,1,5,0.03818154335021973,0.06424856185913086,False,v2,original_ranking,1,"[(3, 2)]",0,0.04166579246520996,-6.22595150242344
1,1.0,0.0,0.2,0.0,0.0,,5.0,12.0,random_graphs_n5_e5,5303,5,5,3,3,0,2,1,5,0.03818154335021973,0.06897091865539551,True,v2,original_ranking,1,"[(1, 4)]",0,0.04102039337158203,-1.4527030295637537
4,0.75,0.2,0.6,0.25,0.2,0.2222,6.0,12.0,random_graphs_n5_e5,3942,5,5,3,3,0,2,1,5,0.03818154335021973,0.06994175910949707,True,v2,original_ranking,4,"[(4, 2), (0, 2), (1, 2), (4, 3)]",0,0.06910943984985352,2.0173250315447726
5,0.8,0.2,0.8,0.2,0.2,0.2,8.0,10.0,random_graphs_n5_e5,2778,5,5,3,3,0,2,1,5,0.03818154335021973,0.07802820205688477,True,v2,original_ranking,5,"[(2, 4), (1, 4), (3, 4), (3, 0), (2, 0)]",0,0.0652463436126709,1.036005216356191
2,1.0,0.0,0.4,0.0,0.0,,6.0,14.0,random_graphs_n5_e5,2804,5,5,3,3,0,2,1,5,0.03818154335021973,0.06943035125732422,True,v2,original_ranking,2,"[(0, 4), (2, 3)]",0,0.06041073799133301,-2.7662687492724194
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,6.0,random_graphs_n5_e5,2145,5,5,3,3,0,2,1,5,0.03818154335021973,0.07216215133666992,True,v2,original_ranking,3,"[(0, 2), (3, 2), (2, 4)]",0,0.05950212478637695,15.23807706923607
5,1.0,0.0,1.0,0.0,0.0,,6.0,17.0,random_graphs_n5_e5,150,5,5,3,3,0,2,1,5,0.03818154335021973,0.1870570182800293,True,v2,original_ranking,5,"[(4, 2), (4, 1), (3, 2), (0, 1), (3, 4)]",0,0.0455012321472168,8.995833860961124
1,1.0,0.0,0.2,0.0,0.0,,6.0,14.0,random_graphs_n5_e5,8823,5,5,3,3,0,2,1,5,0.03818154335021973,0.06759405136108398,False,v2,original_ranking,1,"[(4, 3)]",0,0.04017043113708496,-8.689709577918444
4,0.75,0.2,0.6,0.25,0.2,0.2222,6.0,10.0,random_graphs_n5_e5,4669,5,5,3,3,0,2,1,5,0.03818154335021973,0.07067179679870605,True,v2,original_ranking,4,"[(2, 1), (4, 1), (0, 1), (3, 4)]",0,0.06426668167114258,-4.780385601011337
4,0.75,0.2,0.6,0.25,0.2,0.2222,7.0,8.0,random_graphs_n5_e5,6131,5,5,3,3,0,2,1,5,0.03818154335021973,0.07207679748535156,True,v2,original_ranking,4,"[(3, 1), (2, 1), (4, 1), (3, 0)]",0,0.05509519577026367,0.2727306757763719
5,0.8,0.2,0.8,0.2,0.2,0.2,7.0,18.0,random_graphs_n5_e5,2617,5,5,3,3,0,2,1,5,0.03818154335021973,0.07162618637084961,True,v2,original_ranking,5,"[(2, 3), (4, 3), (2, 1), (4, 1), (2, 0)]",0,0.05604243278503418,11.610387245105839
5,0.6,0.4,0.6,0.4,0.4,0.4,6.0,7.0,random_graphs_n5_e5,7166,5,5,3,3,0,2,1,5,0.03818154335021973,0.0721132755279541,True,v2,original_ranking,5,"[(2, 3), (0, 3), (2, 4), (0, 4), (1, 4)]",0,0.07009530067443848,10.611152353578984
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,12.0,random_graphs_n5_e5,1428,5,5,3,3,0,2,1,5,0.03818154335021973,0.07106661796569824,True,v2,original_ranking,3,"[(4, 1), (2, 1), (3, 1)]",0,0.05018138885498047,12.27193586611258
5,0.2,0.8,0.2,0.8,0.8,0.8,1.0,6.0,random_graphs_n5_e5,8328,5,5,3,3,0,2,1,5,0.03818154335021973,0.07179021835327148,True,v2,original_ranking,5,"[(0, 2), (1, 2), (4, 2), (1, 3), (0, 3)]",0,0.049230337142944336,17.109277064388667
1,0.0,0.2,0.0,1.0,0.2,0.3333,4.0,8.0,random_graphs_n5_e5,8289,5,5,3,3,0,2,1,5,0.03818154335021973,0.07140111923217773,True,v2,original_ranking,1,"[(2, 3)]",0,0.03946566581726074,4.809888657205981
1,1.0,0.0,0.2,0.0,0.0,,5.0,14.0,random_graphs_n5_e5,5978,5,5,3,3,0,2,1,5,0.03818154335021973,0.06713390350341797,True,v2,original_ranking,1,"[(3, 1)]",0,0.05441641807556152,0.3183993732667393
1,1.0,0.0,0.2,0.0,0.0,,5.0,9.0,random_graphs_n5_e5,5511,5,5,3,3,0,2,1,5,0.03818154335021973,0.06412935256958008,False,v2,original_ranking,1,"[(4, 2)]",0,0.04075503349304199,-5.577572064583076
5,0.8,0.2,0.8,0.2,0.2,0.2,7.0,10.0,random_graphs_n5_e5,5864,5,5,3,3,0,2,1,5,0.03818154335021973,0.07137203216552734,True,v2,original_ranking,5,"[(4, 0), (2, 0), (3, 2), (1, 2), (4, 2)]",0,0.05785083770751953,6.364757246604461
1,1.0,0.0,0.2,0.0,0.0,,5.0,12.0,random_graphs_n5_e5,606,5,5,3,3,0,2,1,5,0.03818154335021973,0.07681512832641602,False,v2,original_ranking,1,"[(3, 1)]",0,0.03467369079589844,4.787471289675466
0,0.0,0.0,0.0,,0.0,,5.0,14.0,random_graphs_n5_e5,1933,5,5,3,3,0,2,1,5,0.03818154335021973,0.06784534454345703,True,v2,original_ranking,0,[],0,0.041895151138305664,-8.729276823795264
0,0.0,0.0,0.0,,0.0,,5.0,15.0,random_graphs_n5_e5,6071,5,5,3,3,0,2,1,5,0.03818154335021973,0.06783843040466309,False,v2,original_ranking,0,[],0,0.03782343864440918,-7.193566845564901
1,0.0,0.2,0.0,1.0,0.2,0.3333,4.0,6.0,random_graphs_n5_e5,5504,5,5,3,3,0,2,1,5,0.03818154335021973,0.07107901573181152,False,v2,original_ranking,1,"[(0, 3)]",0,0.03553462028503418,-0.26586677056694674
4,0.5,0.4,0.4,0.5,0.4,0.4444,5.0,8.0,random_graphs_n5_e5,5163,5,5,3,3,0,2,1,5,0.03818154335021973,0.07119011878967285,True,v2,original_ranking,4,"[(2, 4), (1, 4), (0, 4), (3, 2)]",0,0.06940960884094238,6.375729105419215
4,0.75,0.2,0.6,0.25,0.2,0.2222,6.0,14.0,random_graphs_n5_e5,2406,5,5,3,3,0,2,1,5,0.03818154335021973,0.0707392692565918,True,v2,original_ranking,4,"[(0, 3), (2, 3), (0, 1), (2, 1)]",0,0.053971290588378906,10.624198364128523
5,1.0,0.0,1.0,0.0,0.0,,9.0,9.0,random_graphs_n5_e5,304,5,5,3,3,0,2,1,5,0.03818154335021973,0.06979703903198242,True,v2,original_ranking,5,"[(3, 0), (2, 0), (1, 3), (4, 3), (2, 3)]",0,0.0767979621887207,9.964498713342753
2,1.0,0.0,0.4,0.0,0.0,,5.0,19.0,random_graphs_n5_e5,3391,5,5,3,3,0,2,1,5,0.03818154335021973,0.07077765464782715,True,v2,original_ranking,2,"[(0, 3), (4, 3)]",0,0.05399894714355469,0.45920331695384586
4,0.25,0.6,0.2,0.75,0.6,0.6667,3.0,7.0,random_graphs_n5_e5,359,5,5,3,3,0,2,1,5,0.03818154335021973,0.07137799263000488,True,v2,original_ranking,4,"[(1, 3), (0, 3), (4, 3), (4, 2)]",0,0.05370783805847168,2.0397785841751315
5,0.8,0.2,0.8,0.2,0.2,0.2,8.0,14.0,random_graphs_n5_e5,9096,5,5,3,3,0,2,1,5,0.03818154335021973,0.07146596908569336,True,v2,original_ranking,5,"[(1, 2), (0, 2), (3, 2), (3, 4), (2, 4)]",0,0.07229042053222656,20.10954476433964
0,0.0,0.0,0.0,,0.0,,5.0,14.0,random_graphs_n5_e5,3533,5,5,3,3,0,2,1,5,0.03818154335021973,0.07060050964355469,False,v2,original_ranking,0,[],0,0.034752607345581055,-4.321855623269524
5,0.8,0.2,0.8,0.2,0.2,0.2,7.0,9.0,random_graphs_n5_e5,4125,5,5,3,3,0,2,1,5,0.03818154335021973,0.07161259651184082,True,v2,original_ranking,5,"[(4, 0), (1, 0), (4, 3), (1, 3), (3, 2)]",0,0.07549715042114258,18.494990478361945
1,0.0,0.2,0.0,1.0,0.2,0.3333,4.0,7.0,random_graphs_n5_e5,3094,5,5,3,3,0,2,1,5,0.03818154335021973,0.06437063217163086,False,v2,original_ranking,1,"[(4, 3)]",0,0.04076051712036133,-6.3633929380122005
3,0.6667,0.2,0.4,0.3333,0.2,0.25,5.0,13.0,random_graphs_n5_e5,6398,5,5,3,3,0,2,1,5,0.03818154335021973,0.0705418586730957,True,v2,original_ranking,3,"[(0, 4), (1, 4), (2, 1)]",0,0.05603837966918945,6.217085522065766
4,0.0,0.8,0.0,1.0,0.8,0.8889,1.0,3.0,random_graphs_n5_e5,7816,5,5,3,3,0,2,1,10,0.01304483413696289,0.07166576385498047,True,v2,original_ranking,4,"[(4, 3), (1, 3), (2, 0), (3, 0)]",0,1.3090484142303467,24.28857217842124
4,0.75,0.2,0.6,0.25,0.2,0.2222,5.0,15.0,random_graphs_n5_e5,3578,5,5,3,3,0,2,1,10,0.01304483413696289,0.0709831714630127,True,v2,original_ranking,4,"[(3, 4), (1, 4), (1, 0), (3, 1)]",0,1.7128853797912598,14.115436005823874
6,0.5,0.6,0.6,0.5,0.6,0.5455,3.0,10.0,random_graphs_n5_e5,2656,5,5,3,3,0,2,1,10,0.01304483413696289,0.0706939697265625,True,v2,original_ranking,6,"[(2, 0), (1, 4), (3, 0), (3, 2), (1, 2), (3, 1)]",0,1.4847185611724854,11.867903465019767
5,0.6,0.4,0.6,0.4,0.4,0.4,4.0,8.0,random_graphs_n5_e5,2688,5,5,3,3,0,2,1,10,0.01304483413696289,0.0722208023071289,True,v2,original_ranking,5,"[(4, 3), (4, 1), (2, 1), (4, 0), (4, 2)]",0,2.1323459148406982,26.512257133627273
2,0.0,0.4,0.0,1.0,0.4,0.5714,3.0,7.0,random_graphs_n5_e5,2494,5,5,3,3,0,2,1,10,0.01304483413696289,0.07144618034362793,False,v2,original_ranking,2,"[(3, 2), (0, 1)]",0,0.7503798007965088,7.560714001001001
5,0.8,0.2,0.8,0.2,0.2,0.2,4.0,15.0,random_graphs_n5_e5,183,5,5,3,3,0,2,1,10,0.01304483413696289,0.07023954391479492,True,v2,original_ranking,5,"[(0, 3), (4, 0), (2, 0), (1, 4), (1, 2)]",0,1.4382224082946777,37.98291609542777
3,0.0,0.6,0.0,1.0,0.6,0.75,2.0,5.0,random_graphs_n5_e5,7977,5,5,3,3,0,2,1,10,0.01304483413696289,0.06804203987121582,True,v2,original_ranking,3,"[(4, 0), (4, 1), (3, 4)]",0,1.047602891921997,17.822309039143747
5,0.8,0.2,0.8,0.2,0.2,0.2,5.0,13.0,random_graphs_n5_e5,3199,5,5,3,3,0,2,1,10,0.01304483413696289,0.07031393051147461,True,v2,original_ranking,5,"[(1, 4), (3, 0), (1, 0), (3, 1), (2, 3)]",0,1.633429765701294,17.740599295790123
4,0.5,0.4,0.4,0.5,0.4,0.4444,4.0,9.0,random_graphs_n5_e5,316,5,5,3,3,0,2,1,10,0.01304483413696289,0.07615327835083008,True,v2,original_ranking,4,"[(2, 0), (1, 0), (1, 3), (1, 4)]",0,1.1388823986053467,19.079163909977407
5,0.6,0.4,0.6,0.4,0.4,0.4,5.0,9.0,random_graphs_n5_e5,8266,5,5,3,3,0,2,1,10,0.01304483413696289,0.07133603096008301,True,v2,original_ranking,5,"[(2, 3), (0, 3), (1, 3), (1, 0), (2, 1)]",0,1.2698819637298584,13.78604992758827
5,0.8,0.2,0.8,0.2,0.2,0.2,7.0,9.0,random_graphs_n5_e5,1532,5,5,3,3,0,2,1,10,0.01304483413696289,0.0711359977722168,True,v2,original_ranking,5,"[(4, 1), (3, 1), (3, 4), (2, 4), (3, 2)]",0,1.505373239517212,8.999431263029848
3,1.0,0.0,0.6,0.0,0.0,,5.0,19.0,random_graphs_n5_e5,1009,5,5,3,3,0,2,1,10,0.01304483413696289,0.07148218154907227,True,v2,original_ranking,3,"[(2, 1), (4, 1), (0, 3)]",0,0.8854303359985352,9.205453733698498
4,0.0,0.8,0.0,1.0,0.8,0.8889,1.0,1.0,random_graphs_n5_e5,2250,5,5,3,3,0,2,1,10,0.01304483413696289,0.07106256484985352,True,v2,original_ranking,4,"[(3, 2), (1, 0), (3, 4), (1, 4)]",0,1.955430269241333,18.904325675736708
3,0.6667,0.2,0.4,0.3333,0.2,0.25,4.0,16.0,random_graphs_n5_e5,4447,5,5,3,3,0,2,1,10,0.01304483413696289,0.07108473777770996,True,v2,original_ranking,3,"[(2, 3), (0, 3), (1, 4)]",0,0.6500406265258789,9.456230753328583
4,0.75,0.2,0.6,0.25,0.2,0.2222,5.0,13.0,random_graphs_n5_e5,2415,5,5,3,3,0,2,1,10,0.01304483413696289,0.07014751434326172,True,v2,original_ranking,4,"[(1, 4), (3, 1), (3, 2), (2, 1)]",0,1.430128812789917,8.610879713329012
4,0.25,0.6,0.2,0.75,0.6,0.6667,2.0,8.0,random_graphs_n5_e5,3595,5,5,3,3,0,2,1,10,0.01304483413696289,0.07153487205505371,True,v2,original_ranking,4,"[(4, 2), (4, 1), (3, 0), (1, 3)]",0,1.5139179229736328,31.063953765872782
5,0.6,0.4,0.6,0.4,0.4,0.4,4.0,11.0,random_graphs_n5_e5,4187,5,5,3,3,0,2,1,10,0.01304483413696289,0.07147502899169922,True,v2,original_ranking,5,"[(1, 4), (0, 3), (2, 4), (1, 3), (1, 2)]",0,1.4020707607269287,11.595520404249196
4,0.5,0.4,0.4,0.5,0.4,0.4444,4.0,9.0,random_graphs_n5_e5,4135,5,5,3,3,0,2,1,10,0.01304483413696289,0.07070565223693848,True,v2,original_ranking,4,"[(4, 2), (2, 3), (4, 3), (1, 4)]",0,1.2141358852386475,12.615219008830016
4,0.75,0.2,0.6,0.25,0.2,0.2222,5.0,14.0,random_graphs_n5_e5,5174,5,5,3,3,0,2,1,10,0.01304483413696289,0.06445074081420898,False,v2,original_ranking,4,"[(3, 1), (3, 0), (2, 3), (2, 0)]",0,0.78662109375,17.083944426105532
5,0.6,0.4,0.6,0.4,0.4,0.4,3.0,13.0,random_graphs_n5_e5,5303,5,5,3,3,0,2,1,10,0.01304483413696289,0.06923794746398926,True,v2,original_ranking,5,"[(1, 4), (3, 0), (1, 0), (2, 0), (3, 2)]",0,1.4512896537780762,13.903715555887542
5,0.2,0.8,0.2,0.8,0.8,0.8,2.0,2.0,random_graphs_n5_e5,3942,5,5,3,3,0,2,1,10,0.01304483413696289,0.06994080543518066,True,v2,original_ranking,5,"[(1, 2), (4, 0), (3, 4), (3, 0), (1, 4)]",0,1.3725736141204834,29.780827274905825
6,0.6667,0.4,0.8,0.3333,0.4,0.3636,5.0,9.0,random_graphs_n5_e5,2778,5,5,3,3,0,2,1,10,0.01304483413696289,0.07183718681335449,True,v2,original_ranking,6,"[(3, 4), (3, 0), (2, 0), (1, 0), (3, 1), (2, 3)]",0,1.7085723876953125,27.141046610312237
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,8.0,random_graphs_n5_e5,2804,5,5,3,3,0,2,1,10,0.01304483413696289,0.0699622631072998,True,v2,original_ranking,3,"[(1, 3), (2, 0), (1, 2)]",0,1.5489065647125244,14.570806188071641
4,0.5,0.4,0.4,0.5,0.4,0.4444,3.0,10.0,random_graphs_n5_e5,2145,5,5,3,3,0,2,1,10,0.01304483413696289,0.0722506046295166,True,v2,original_ranking,4,"[(0, 2), (3, 2), (2, 4), (2, 1)]",0,2.0705907344818115,23.991527785515515
4,1.0,0.0,0.8,0.0,0.0,,7.0,14.0,random_graphs_n5_e5,150,5,5,3,3,0,2,1,10,0.01304483413696289,0.07105684280395508,True,v2,original_ranking,4,"[(3, 2), (0, 1), (3, 4), (0, 4)]",0,1.1569368839263916,14.177773290591972
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,9.0,random_graphs_n5_e5,8823,5,5,3,3,0,2,1,10,0.01304483413696289,0.06788754463195801,False,v2,original_ranking,3,"[(2, 3), (4, 1), (2, 4)]",0,1.0406830310821533,15.92324828335156
5,0.8,0.2,0.8,0.2,0.2,0.2,6.0,13.0,random_graphs_n5_e5,4669,5,5,3,3,0,2,1,10,0.01304483413696289,0.07037758827209473,True,v2,original_ranking,5,"[(4, 1), (0, 4), (2, 4), (3, 0), (2, 3)]",0,1.5947978496551514,18.085638167959818
4,0.25,0.6,0.2,0.75,0.6,0.6667,2.0,10.0,random_graphs_n5_e5,6131,5,5,3,3,0,2,1,10,0.01304483413696289,0.07177996635437012,True,v2,original_ranking,4,"[(3, 1), (2, 0), (4, 0), (3, 4)]",0,1.8708992004394531,21.950342104260574
7,0.8571,0.2,1.2,0.1429,0.2,0.1667,7.0,18.0,random_graphs_n5_e5,2617,5,5,3,3,0,2,1,10,0.01304483413696289,0.07199311256408691,True,v2,original_ranking,7,"[(2, 3), (4, 3), (4, 1), (3, 0), (4, 0), (3, 1), (2, 4)]",0,1.9152727127075195,15.79495245941153
4,0.5,0.4,0.4,0.5,0.4,0.4444,3.0,10.0,random_graphs_n5_e5,7166,5,5,3,3,0,2,1,10,0.01304483413696289,0.07230591773986816,True,v2,original_ranking,4,"[(0, 3), (2, 4), (2, 0), (1, 2)]",0,1.774744987487793,32.92709104762831
4,0.75,0.2,0.6,0.25,0.2,0.2222,5.0,15.0,random_graphs_n5_e5,1428,5,5,3,3,0,2,1,10,0.01304483413696289,0.07181572914123535,True,v2,original_ranking,4,"[(4, 1), (2, 1), (2, 3), (0, 3)]",0,1.7483913898468018,16.593581576391177
5,0.2,0.8,0.2,0.8,0.8,0.8,1.0,6.0,random_graphs_n5_e5,8328,5,5,3,3,0,2,1,10,0.01304483413696289,0.07184886932373047,True,v2,original_ranking,5,"[(0, 2), (1, 2), (4, 2), (1, 3), (0, 3)]",0,1.2071316242218018,17.109277064388667
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,8.0,random_graphs_n5_e5,8289,5,5,3,3,0,2,1,10,0.01304483413696289,0.07119870185852051,True,v2,original_ranking,3,"[(2, 3), (0, 4), (0, 1)]",0,1.015855312347412,11.151244835655499
3,0.6667,0.2,0.4,0.3333,0.2,0.25,4.0,17.0,random_graphs_n5_e5,5978,5,5,3,3,0,2,1,10,0.01304483413696289,0.06729698181152344,True,v2,original_ranking,3,"[(3, 1), (4, 0), (2, 4)]",0,1.4223589897155762,13.31839937326674
4,0.75,0.2,0.6,0.25,0.2,0.2222,4.0,11.0,random_graphs_n5_e5,5511,5,5,3,3,0,2,1,10,0.01304483413696289,0.06467175483703613,False,v2,original_ranking,4,"[(4, 0), (2, 4), (2, 0), (1, 4)]",0,0.7848598957061768,18.641437059607913
5,0.6,0.4,0.6,0.4,0.4,0.4,5.0,9.0,random_graphs_n5_e5,5864,5,5,3,3,0,2,1,10,0.01304483413696289,0.0718228816986084,True,v2,original_ranking,5,"[(4, 0), (2, 0), (4, 2), (4, 3), (1, 3)]",0,1.8813056945800781,14.711326675134309
3,0.6667,0.2,0.4,0.3333,0.2,0.25,4.0,9.0,random_graphs_n5_e5,606,5,5,3,3,0,2,1,10,0.01304483413696289,0.07173705101013184,False,v2,original_ranking,3,"[(3, 1), (4, 1), (3, 2)]",0,1.162191390991211,12.475392728550357
4,1.0,0.0,0.8,0.0,0.0,,6.0,19.0,random_graphs_n5_e5,1933,5,5,3,3,0,2,1,10,0.01304483413696289,0.06780529022216797,True,v2,original_ranking,4,"[(3, 0), (2, 0), (4, 2), (3, 4)]",0,1.0582854747772217,13.705779736313708
3,0.6667,0.2,0.4,0.3333,0.2,0.25,4.0,14.0,random_graphs_n5_e5,6071,5,5,3,3,0,2,1,10,0.01304483413696289,0.06831717491149902,False,v2,original_ranking,3,"[(1, 0), (4, 1), (2, 4)]",0,0.9661252498626709,15.23348734671276
4,0.25,0.6,0.2,0.75,0.6,0.6667,3.0,3.0,random_graphs_n5_e5,5504,5,5,3,3,0,2,1,10,0.01304483413696289,0.0708768367767334,False,v2,original_ranking,4,"[(0, 3), (4, 3), (4, 1), (3, 1)]",0,0.9051070213317871,14.332075841251568
6,0.5,0.6,0.6,0.5,0.6,0.5455,4.0,7.0,random_graphs_n5_e5,5163,5,5,3,3,0,2,1,10,0.01304483413696289,0.07134032249450684,True,v2,original_ranking,6,"[(2, 4), (3, 1), (3, 0), (2, 3), (2, 1), (2, 0)]",0,1.865260124206543,35.60132584910795
6,0.8333,0.2,1.0,0.1667,0.2,0.1818,6.0,14.0,random_graphs_n5_e5,2406,5,5,3,3,0,2,1,10,0.01304483413696289,0.07077264785766602,True,v2,original_ranking,6,"[(0, 3), (2, 3), (2, 1), (4, 1), (0, 2), (3, 1)]",0,1.8381881713867188,17.861198309934764
6,1.0,0.0,1.2,0.0,0.0,,8.0,13.0,random_graphs_n5_e5,304,5,5,3,3,0,2,1,10,0.01304483413696289,0.0704045295715332,True,v2,original_ranking,6,"[(3, 0), (1, 3), (4, 3), (4, 0), (4, 1), (2, 4)]",0,1.8692469596862793,20.62334725315558
5,0.6,0.4,0.6,0.4,0.4,0.4,4.0,14.0,random_graphs_n5_e5,3391,5,5,3,3,0,2,1,10,0.01304483413696289,0.07125329971313477,True,v2,original_ranking,5,"[(0, 3), (4, 3), (0, 4), (1, 2), (3, 2)]",0,1.3890736103057861,20.599441132652334
6,0.3333,0.8,0.4,0.6667,0.8,0.7273,2.0,8.0,random_graphs_n5_e5,359,5,5,3,3,0,2,1,10,0.01304483413696289,0.0718832015991211,True,v2,original_ranking,6,"[(0, 3), (4, 3), (4, 2), (4, 0), (1, 0), (1, 4)]",0,1.8867683410644531,18.896986796927187
6,0.8333,0.2,1.0,0.1667,0.2,0.1818,5.0,15.0,random_graphs_n5_e5,9096,5,5,3,3,0,2,1,10,0.01304483413696289,0.0710914134979248,True,v2,original_ranking,6,"[(0, 2), (3, 4), (1, 4), (0, 4), (3, 0), (1, 3)]",0,1.8249211311340332,32.54720404270438
3,0.3333,0.4,0.2,0.6667,0.4,0.5,3.0,9.0,random_graphs_n5_e5,3533,5,5,3,3,0,2,1,10,0.01304483413696289,0.0710897445678711,False,v2,original_ranking,3,"[(0, 4), (1, 4), (2, 1)]",0,1.1390409469604492,14.722237355724882
5,0.2,0.8,0.2,0.8,0.8,0.8,1.0,5.0,random_graphs_n5_e5,4125,5,5,3,3,0,2,1,10,0.01304483413696289,0.0723726749420166,True,v2,original_ranking,5,"[(1, 0), (1, 3), (4, 2), (1, 2), (4, 1)]",0,2.6089494228363037,34.212173206507764
